,gameResult,TOP,JUNGLE,MIDDLE,BOTTOM,SUPPORT
580,1,1.72,2.20,2.68,3.15,1.93
581,0,2.16,3.43,1.95,3.15,1.93
582,1,1.93,2.50,3.15,2.74,1.82
583,0,1.93,2.31,3.15,2.52,1.95
584,0,1.93,2.00,1.89,2.80,2.18
585,0,1.93,1.78,2.47,2.48,2.09
586,1,1.93,1.64,4.65,1.08,3.17
587,1,1.93,4.56,2.22,3.15,2.14
588,0,1.93,2.41,2.01,1.29,1.96
589,0,1.76,1.66,2.14,2.01,1.93
590,0,1.67,2.44,2.88,2.01,1.93
591,1,2.22,2.33,2.26,2.01,1.93
592,1,2.14,2.84,3.09,2.01,1.93
593,1,4.24,2.20,2.46,2.01,1.93
594,0,1.93,1.69,1.75,3.96,2.69
595,0,1.93,2.26,2.48,3.37,1.60
596,0,1.89,1.80,2.15,2.29,1.93
597,0,3.73,1.79,2.31,2.10,2.42
598,1,2.99,3.18,2.42,4.43,1.81
599,0,2.42,1.84,2.19,2.00,2.43
600,1,4.12,2.42,2.75,2.81,2.09
601,1,2.42,2.15,2.55,1.76,3.38
602,1,2.34,2.42,3.20,2.25,1.56
603,1,2.46,2.93,2.42,3.56,2.80
604,0,2.42,1.79,2.66,2.42,3.45
605,0,2.00,1.95,2.42,2.79,1.90
606,0,2.42,2.26,3.03,2.04,3.93
607,1,2.42,3.37,1.97,1.71,3.79
608,1,3.89,2.42,1.89,1.79,3.37
609,1,2.42,2.28,3.19,3.35,2.56
610,1,2.58,2.09,3.70,2.42,1.81
611,1,2.42,1.46,2.16,1.52,2.18
612,1,2.42,1.78,2.00,3.07,3.38
613,1,1.70,1.28,2.24,2.42,2.78
614,0,2.02,2.42,2.84,2.11,1.71
615,0,1.18,2.42,1.62,3.06,2.96
616,0,1.36,2.42,3.24,2.76,2.57
617,1,4.67,1.69,3.01,1.94,2.47
618,1,4.67,2.69,3.01,1.85,5.55
619,0,4.13,1.30,2.05,4.67,3.47
620,1,2.95,2.69,2.18,2.25,2.63
621,0,2.63,2.25,1.60,2.68,1.22
622,1,2.63,2.30,2.96,2.92,2.31
623,1,2.63,1.82,1.87,2.97,2.21
624,0,1.12,3.93,3.27,2.70,2.63
625,0,2.63,1.86,2.71,3.64,1.78
626,0,1.57,2.13,3.08,3.68,2.63
627,1,2.63,2.69,2.91,2.51,2.86
628,0,2.63,2.22,2.41,2.36,1.46
629,0,2.41,1.85,2.68,2.38,2.63
630,0,1.65,2.26,2.91,2.49,2.63
631,0,2.09,2.18,1.31,1.88,2.63
632,1,2.45,5.21,2.63,2.52,1.36
633,0,1.46,2.54,1.27,3.19,2.63
634,1,2.33,2.38,2.27,2.64,2.63
635,1,0.61,2.23,2.84,2.27,2.63
636,0,2.05,1.82,2.09,1.43,2.63
637,1,2.65,2.54,2.85,1.86,2.63
638,1,1.83,2.22,3.62,1.52,2.63
639,0,1.58,2.47,2.92,2.99,2.63
640,0,3.02,2.03,1.70,1.71,1.39
641,0,1.87,2.03,2.62,3.85,1.72
642,1,3.39,2.03,1.96,2.04,2.58
643,1,1.66,2.81,1.10,2.91,2.03
644,0,2.03,2.69,1.41,2.23,2.51
645,0,0.99,2.22,3.24,2.01,2.03
646,1,2.30,2.15,1.80,2.64,2.03
647,1,1.91,2.99,2.02,1.96,2.03
648,1,2.69,1.50,2.94,2.97,2.03
649,0,1.25,2.42,2.15,2.36,2.03
650,0,2.58,1.94,2.73,2.59,2.03
651,0,1.80,2.03,2.05,2.01,2.48
652,0,1.12,2.03,1.64,2.11,1.82
653,0,1.29,2.03,2.21,1.87,2.81
654,1,2.45,3.15,2.28,2.03,1.36
655,1,1.44,2.95,2.51,2.51,2.03
656,0,1.75,2.01,3.30,3.24,2.03
657,0,1.58,1.00,2.38,1.89,2.03
658,1,2.37,3.09,1.56,2.79,2.03
659,0,1.64,1.62,2.23,3.39,2.03
660,1,2.50,3.28,1.82,3.32,2.96
661,0,2.08,2.35,1.69,3.32,2.96
662,0,2.51,1.89,2.06,3.32,2.96
663,1,2.53,2.19,4.27,3.32,2.96
664,1,2.12,2.07,2.29,3.32,2.96
665,1,2.31,2.42,2.61,3.32,2.96
666,0,3.52,2.18,2.34,2.96,3.32
667,0,2.25,3.06,2.29,3.32,2.96
668,1,2.72,1.88,2.41,3.32,2.96
669,1,1.95,2.02,1.65,3.32,2.96
670,0,2.79,1.21,0.78,1.89,2.96
671,0,2.88,2.29,1.65,3.32,2.96
672,1,2.56,2.75,2.59,3.32,2.96
673,1,1.94,4.16,2.58,3.32,2.96
674,1,1.72,2.59,3.19,3.32,2.96
675,0,2.07,2.48,3.53,3.32,2.96
676,1,2.97,1.51,2.57,3.32,2.96
677,0,2.36,4.20,1.99,3.32,2.96
678,1,3.15,2.03,1.30,3.32,2.96
679,0,1.68,2.19,3.92,3.32,2.96
680,0,2.26,3.18,2.49,2.21,2.86
681,0,2.28,1.86,1.31,2.58,2.86
682,1,2.22,2.66,3.21,2.55,2.86
683,1,1.78,5.67,3.51,2.72,2.86
684,0,1.96,3.00,2.76,1.60,2.86
685,0,2.35,3.75,2.20,1.95,2.86
686,1,2.17,3.55,2.51,2.38,2.86
687,1,1.95,1.97,2.71,2.38,2.86
688,1,1.44,2.47,1.81,3.57,2.86
689,1,2.49,2.10,2.03,1.78,2.86
690,0,2.14,1.86,2.50,2.42,2.86
691,0,1.27,1.20,2.95,2.42,2.86
692,1,1.29,4.68,1.41,2.30,2.86
693,1,3.01,2.07,1.92,2.72,2.86
694,1,2.01,2.07,4.34,2.26,2.86
695,1,2.89,2.95,2.27,2.30,2.86
696,1,1.76,1.58,2.14,2.30,2.86
697,1,2.20,2.51,1.62,1.88,2.86
698,1,5.51,3.41,2.86,2.29,2.10
699,0,2.03,1.69,1.94,3.23,2.86
700,0,3.46,2.78,2.07,1.18,1.51
701,1,2.10,3.65,3.46,2.26,2.78
702,0,3.46,2.78,2.43,2.09,1.12
703,0,2.96,2.25,1.89,2.20,2.78
704,1,2.07,1.89,3.00,2.00,2.78
705,1,2.13,2.08,3.01,2.17,2.78
706,1,1.04,2.77,1.46,3.08,2.78
707,0,1.59,2.78,1.46,1.81,1.70
708,0,2.17,2.78,3.46,1.26,2.92
709,0,1.77,2.78,3.46,2.62,2.90
710,1,3.46,2.78,2.65,2.23,2.67
711,0,3.46,2.76,2.46,2.06,2.78
712,0,1.76,3.67,1.54,2.78,2.78
713,1,3.46,2.55,2.99,4.75,2.78
714,1,3.46,2.60,2.78,2.93,2.00
715,1,3.46,2.78,2.85,1.38,1.94
716,1,3.46,2.27,2.47,2.58,2.78
717,0,3.46,2.78,2.75,4.76,1.82
718,1,3.46,2.84,2.78,2.24,2.61
719,1,3.46,3.06,2.78,3.59,2.41
720,0,2.43,1.76,2.60,1.60,1.98
721,0,1.99,1.40,1.13,1.60,2.17
722,0,2.59,2.21,1.60,1.86,1.84
723,1,3.02,1.60,1.82,3.66,2.00
724,0,2.39,1.60,1.69,2.42,1.78
725,0,1.14,1.21,1.34,1.60,2.89
726,1,1.24,2.34,2.43,1.60,2.87
727,0,3.49,1.77,2.38,1.60,2.41
728,0,0.98,1.60,3.55,3.03,3.06
729,1,2.84,1.60,3.55,2.85,2.03
730,0,2.37,1.60,3.55,2.27,2.38
731,1,2.13,1.60,3.55,2.06,1.76
732,0,2.52,1.60,3.55,4.23,3.81
733,1,1.45,1.60,3.55,2.39,2.76
734,0,2.10,1.60,3.55,2.37,2.11
735,1,2.31,1.60,3.55,2.63,1.38
736,0,2.21,1.60,3.55,2.96,1.91
737,0,2.61,1.51,2.75,1.60,2.69
738,0,2.69,3.01,1.60,1.80,5.43
739,0,2.69,1.60,1.47,2.00,1.80
740,1,1.07,3.16,3.03,2.73,2.10
741,1,2.66,3.85,2.83,2.73,1.33
742,0,2.73,2.34,2.87,2.68,2.81
743,1,2.73,2.41,3.13,2.25,3.80
744,1,2.14,2.73,3.65,2.77,3.21
745,1,2.73,2.34,3.78,2.20,2.70
746,1,2.74,2.08,2.73,3.30,3.93
747,1,2.00,3.22,2.00,2.73,3.49
748,0,2.73,2.26,1.82,2.32,2.30
749,0,2.73,0.55,2.03,1.86,1.37
750,0,2.73,3.36,2.88,2.21,2.13
751,1,2.63,2.73,1.89,3.10,2.65
752,0,2.73,2.38,2.00,4.20,2.56
753,1,2.73,1.99,2.96,2.27,10.30
754,1,2.73,2.68,2.80,3.76,1.66
755,1,1.77,1.42,2.73,3.22,2.08
756,1,2.73,2.76,2.04,2.39,3.17
757,0,2.02,1.42,2.62,2.73,1.69
758,0,2.01,2.11,2.51,2.73,2.30
759,0,2.75,2.46,1.67,2.73,2.05
760,1,4.67,1.69,3.01,1.94,2.47
761,0,1.52,1.69,2.19,1.98,4.16
762,1,2.47,1.69,2.79,2.24,1.79
763,1,1.86,1.69,2.90,2.98,4.81
764,1,1.86,1.69,1.85,2.88,1.85
765,0,1.86,1.69,2.60,1.66,1.82
766,0,1.83,1.69,2.22,2.55,2.32
767,0,2.06,1.69,1.69,1.55,2.57
768,0,3.28,1.69,3.10,2.33,2.05
769,1,1.93,1.69,2.72,3.95,1.79
770,1,2.02,1.69,2.72,2.24,1.77
771,0,2.15,1.69,2.72,2.48,2.63
772,1,1.80,1.69,2.72,2.95,3.37
773,1,1.86,1.69,2.51,3.63,2.77
774,1,1.86,1.69,1.54,2.83,1.67
775,0,1.62,1.69,1.87,2.45,2.58
776,0,1.86,1.69,2.86,2.78,2.12
777,0,1.48,1.69,1.77,2.99,2.05
778,0,2.22,1.69,1.98,1.89,2.85
779,0,1.86,1.69,2.91,1.57,1.40
780,0,2.16,3.43,1.95,3.22,1.93
781,1,3.43,2.68,2.16,3.40,2.75
782,0,2.16,3.07,1.70,2.13,1.98
783,1,3.07,2.59,3.15,2.16,1.51
784,1,3.07,2.55,2.50,2.16,3.73
785,0,2.16,0.60,3.01,1.93,3.31
786,0,2.16,2.81,1.73,2.66,2.85
787,0,3.07,2.25,2.16,2.69,1.90
788,0,3.07,2.77,2.76,2.16,2.57
789,1,3.07,3.68,2.16,1.89,4.76
790,1,2.16,2.32,2.59,2.42,1.92
791,0,2.16,2.17,1.83,2.62,3.43
792,0,2.16,2.97,3.43,2.04,2.49
793,1,2.16,2.40,3.43,2.12,2.34
794,0,2.16,1.91,3.43,2.16,2.12
795,0,2.16,2.66,2.12,1.99,1.98
796,0,2.16,2.30,2.18,1.99,1.57
797,1,2.16,2.00,3.76,1.99,3.42
798,1,2.16,2.12,2.24,1.99,2.01
799,0,2.16,1.79,2.83,1.99,2.38
800,1,2.59,0.85,1.58,1.44,1.90
801,0,1.72,2.98,0.85,2.29,2.40
802,0,2.10,0.85,2.65,2.28,2.87
803,1,0.85,1.46,4.72,2.76,1.31
804,0,1.96,0.85,1.53,2.16,1.83
805,0,1.78,0.85,2.20,2.26,2.60
806,0,1.48,0.85,2.29,1.75,1.94
807,0,1.08,0.85,1.05,1.29,2.88
808,0,2.18,0.85,2.26,2.31,1.84
809,0,0.85,1.75,2.34,1.66,1.39
810,0,0.85,2.55,1.03,3.16,1.94
811,0,0.85,1.85,2.02,2.83,1.40
812,0,0.85,2.30,1.70,1.97,1.96
813,0,0.85,2.28,2.14,0.77,1.26
814,0,0.85,2.52,4.00,2.02,1.75
815,1,0.85,2.27,1.44,1.80,2.72
816,0,0.85,0.96,1.47,1.71,2.21
817,0,0.85,1.60,4.35,2.63,1.14
818,1,2.96,1.75,1.68,1.63,2.76
819,1,1.34,2.08,2.22,1.63,4.46
820,1,2.17,2.75,2.41,1.63,2.10
821,1,3.17,2.78,4.19,1.91,1.63
822,0,2.26,2.32,4.04,1.63,3.31
823,1,1.86,2.44,2.47,1.63,2.36
824,1,2.81,2.56,1.63,1.75,1.98
825,0,1.64,2.74,2.35,1.63,2.00
826,1,1.80,2.46,1.63,3.30,3.31
827,0,2.54,2.39,1.63,3.16,2.16
828,1,1.51,2.49,2.18,2.57,1.63
829,1,1.62,2.20,3.38,1.63,2.71
830,0,1.48,1.83,1.38,1.63,2.16
831,1,3.67,2.06,2.21,1.63,1.99
832,0,1.70,2.70,2.44,1.63,4.13
833,0,2.19,1.44,2.25,1.63,2.62
834,0,1.44,3.01,1.96,1.63,1.84
835,0,1.44,2.27,2.04,1.63,2.89
836,1,3.95,1.44,2.91,1.63,1.34
837,1,1.66,1.44,3.17,1.63,1.86
838,0,1.84,1.96,2.41,2.47,1.18
839,1,2.45,1.18,1.75,2.37,2.96
840,0,2.06,1.18,2.16,2.60,2.33
841,1,1.95,1.79,1.97,3.37,1.18
842,0,2.59,1.18,1.79,1.78,2.96
843,0,3.06,3.13,2.92,1.80,1.18
844,0,2.05,2.35,2.74,1.83,1.18
845,0,3.94,1.56,2.04,1.55,1.18
846,1,1.51,1.88,2.60,2.28,1.18
847,0,1.51,1.27,2.98,2.78,1.18
848,1,1.51,0.96,2.86,2.01,1.18
849,0,2.52,2.56,1.18,1.96,2.03
850,0,1.12,1.89,1.18,2.41,1.51
851,0,3.46,2.78,2.07,1.18,1.51
852,0,1.96,2.88,1.58,1.18,1.51
853,0,2.09,2.09,1.87,1.18,1.51
854,0,3.22,3.31,3.00,2.07,1.18
855,0,3.43,1.32,3.43,2.78,1.18
856,0,1.60,1.76,2.06,2.77,1.18
857,1,2.23,3.46,2.30,2.03,1.18
858,1,1.84,2.14,3.14,3.64,3.63
859,0,2.14,2.14,1.89,2.23,2.45
860,1,3.63,2.14,2.12,2.18,2.43
861,1,0.91,2.14,2.12,2.47,2.78
862,1,2.01,2.14,1.23,2.27,1.51
863,1,2.27,2.14,2.04,2.81,3.34
864,0,2.14,3.10,2.68,2.15,2.04
865,0,2.14,2.35,2.20,2.17,3.02
866,0,2.75,2.52,2.34,2.37,2.14
867,0,1.87,1.89,3.51,2.26,2.14
868,1,1.54,2.48,3.98,2.13,2.14
869,0,1.73,2.33,2.81,2.86,2.14
870,1,2.92,2.71,3.36,2.48,2.14
871,0,2.14,2.19,4.88,3.04,1.99
872,0,2.14,1.85,2.84,2.19,1.39
873,1,1.70,1.61,2.29,2.65,2.14
874,0,1.70,3.10,2.61,2.87,2.14
875,1,2.20,1.80,2.51,2.14,2.14
876,0,1.37,3.31,3.37,3.16,2.14
877,0,2.29,2.07,2.50,1.34,2.14
878,1,1.82,1.82,1.74,2.89,2.37
879,0,1.59,2.89,1.91,1.98,1.33
880,0,1.14,1.21,1.34,1.60,2.89
881,0,1.01,2.22,1.61,2.89,2.56
882,0,2.89,1.69,2.31,2.71,2.32
883,0,1.53,1.63,2.10,1.50,2.89
884,1,1.92,2.89,1.63,2.10,2.22
885,1,2.80,2.89,2.01,1.63,2.30
886,0,2.04,2.89,4.71,2.91,2.76
887,0,2.04,2.89,2.93,1.98,2.46
888,0,2.12,2.89,1.50,2.70,2.26
889,1,2.58,2.89,1.34,2.73,3.12
890,1,2.26,2.56,2.89,3.03,2.27
891,0,1.64,2.89,1.25,1.24,1.75
892,0,2.30,1.31,1.41,2.49,2.89
893,0,2.12,2.25,1.36,2.35,2.89
894,0,3.05,0.49,2.66,3.73,2.89
895,1,1.31,1.84,3.26,2.72,2.89
896,1,3.10,2.32,1.81,2.95,2.89
897,1,2.15,3.15,3.94,2.48,2.89
898,0,1.89,2.04,2.92,1.96,25.77
899,1,1.89,2.60,2.09,2.17,2.00
900,0,1.89,1.68,3.02,1.71,2.82
901,0,1.46,1.89,3.41,2.11,2.11
902,1,1.89,4.02,2.74,2.33,2.98
903,0,1.89,1.81,1.82,3.10,2.39
904,1,1.89,2.02,1.77,1.81,2.18
905,0,1.89,2.90,1.77,2.11,0.94
906,1,1.89,2.30,1.62,2.58,2.82
907,1,1.89,4.68,2.45,3.65,2.79
908,0,1.89,2.47,2.00,2.56,3.77
909,0,2.22,1.84,1.89,3.28,2.94
910,0,1.89,2.37,1.38,2.85,2.73
911,0,1.88,1.53,1.89,1.98,2.26
912,0,1.88,1.89,2.14,2.03,2.22
913,0,2.04,2.12,1.89,1.73,3.48
914,1,1.89,4.33,1.93,2.35,2.33
915,1,1.89,2.47,3.16,1.94,2.99
916,0,1.89,1.80,1.54,2.50,3.03
917,1,2.63,2.73,1.89,3.10,2.65
918,1,3.08,2.22,2.93,2.85,1.69
919,0,2.39,4.55,1.99,2.71,2.22
920,0,1.87,3.81,2.74,2.07,2.22
921,0,2.41,2.50,2.21,1.39,2.22
922,1,2.36,1.64,3.18,2.59,2.22
923,1,2.37,4.23,3.56,3.28,2.22
924,0,2.67,2.06,2.16,1.87,2.22
925,0,1.74,2.84,2.50,3.01,2.22
926,1,1.92,2.38,2.88,2.67,2.22
927,1,1.56,2.06,1.42,2.78,2.22
928,1,1.75,2.04,1.96,1.70,2.22
929,0,1.62,1.51,1.65,1.77,2.22
930,1,2.49,1.99,1.62,1.91,2.22
931,0,2.17,2.29,2.73,2.65,2.22
932,1,1.73,1.61,2.59,1.56,2.22
933,0,2.77,3.12,1.67,3.57,2.22
934,0,3.04,1.91,4.35,1.84,2.22
935,0,2.43,2.18,2.11,2.25,2.22
936,0,2.41,2.47,1.82,2.49,2.22
937,0,2.01,2.12,2.91,2.43,2.22
938,1,2.48,1.85,2.34,3.00,4.21
939,1,1.85,2.56,3.04,1.86,3.03
940,1,1.23,3.58,1.85,2.34,3.13
941,0,1.49,1.85,1.07,2.72,2.08
942,1,3.95,3.44,1.85,3.32,1.73
943,1,1.65,1.75,1.85,2.49,3.11
944,0,3.13,2.30,1.85,2.67,3.27
945,0,1.78,1.85,1.77,3.10,1.79
946,0,1.84,2.92,1.85,3.74,2.37
947,0,2.00,1.85,2.33,3.45,2.45
948,1,2.53,1.85,2.00,5.14,3.63
949,1,1.80,0.95,1.85,2.78,3.08
950,0,2.37,1.85,1.63,2.63,1.71
951,0,0.92,1.87,1.85,2.07,2.50
952,0,2.45,1.85,2.21,2.56,2.88
953,0,2.25,1.85,2.33,1.91,2.03
954,1,3.03,1.85,1.74,2.29,1.32
955,0,1.84,1.85,2.00,2.47,1.32
956,0,2.91,1.85,2.02,3.31,2.03
957,0,3.97,1.48,2.23,2.09,2.61
958,1,3.97,2.95,1.53,2.49,2.48
959,1,3.97,2.95,2.62,2.07,2.26
960,1,1.73,2.55,2.17,2.95,3.97
961,1,2.15,3.26,2.16,2.95,3.97
962,1,1.95,4.77,3.97,2.95,1.85
963,0,3.97,2.54,4.15,2.95,1.78
964,1,2.40,3.23,3.97,2.95,2.48
965,1,3.97,3.77,2.86,2.95,1.97
966,0,1.73,3.84,3.97,2.30,2.55
967,1,3.97,3.14,1.59,1.34,2.84
968,1,2.18,2.33,3.97,2.95,1.51
969,1,2.46,3.97,2.28,2.95,2.90
970,1,3.97,2.79,2.50,2.22,3.72
971,1,3.97,2.84,2.01,2.03,1.93
972,0,3.97,1.37,2.01,1.94,2.75
973,1,3.97,1.99,3.39,2.29,2.19
974,0,3.97,2.47,3.39,3.31,3.58
975,0,2.86,3.28,3.39,2.26,3.97
976,1,2.33,1.94,2.24,2.59,2.14
977,0,2.28,1.85,2.24,1.88,3.03
978,0,2.76,1.94,2.21,2.24,2.81
979,1,1.97,4.94,2.30,2.24,3.18
980,0,2.97,2.68,2.02,2.24,2.25
981,1,2.22,2.10,2.52,2.24,3.78
982,1,2.04,2.04,2.24,1.29,2.25
983,0,2.69,2.33,2.24,2.61,1.79
984,0,3.74,1.96,2.24,1.72,1.90
985,1,1.88,3.47,2.24,2.03,3.03
986,1,3.41,2.52,2.24,2.99,1.57
987,0,3.20,2.13,2.24,2.21,1.96
988,0,1.22,1.40,2.24,2.02,2.27
989,1,2.50,2.13,2.24,3.01,1.71
990,0,3.10,3.52,2.24,3.52,0.84
991,1,1.84,3.36,2.24,2.03,2.80
992,0,1.97,2.31,2.24,1.79,1.72
993,0,3.10,2.47,2.24,3.45,3.08
994,0,3.36,3.00,2.24,4.26,2.83
995,0,2.86,2.17,1.95,2.81,2.17
996,1,1.70,2.17,1.95,2.09,2.56
997,1,4.48,2.17,2.64,3.00,2.39
998,0,1.42,2.17,3.72,2.76,1.54
999,0,1.62,2.31,3.49,3.77,2.17
1000,1,2.42,2.97,3.96,2.17,3.77
1001,1,4.93,2.09,1.58,3.77,2.17
1002,0,1.28,2.17,3.77,2.37,2.95
1003,1,1.83,2.17,1.79,1.68,2.61
1004,0,1.58,2.24,2.80,2.60,2.17
1005,1,2.66,1.67,2.52,2.65,2.17
1006,1,1.74,1.65,1.51,2.52,2.17
1007,0,1.89,2.20,3.16,2.07,2.17
1008,0,1.82,2.61,1.43,1.30,2.17
1009,0,1.63,3.28,2.32,2.04,2.17
1010,1,1.71,1.88,2.30,1.47,2.17
1011,1,1.97,2.73,3.23,2.70,2.17
1012,0,2.28,1.86,2.15,3.07,2.17
1013,0,2.18,2.35,1.60,0.93,2.17
1014,1,2.94,1.90,2.46,3.63,1.56
1015,0,2.13,2.04,2.46,2.13,1.89
1016,1,1.20,1.35,2.46,2.58,2.45
1017,1,1.40,2.52,2.46,2.11,2.53
1018,1,3.22,1.92,2.46,2.16,2.02
1019,1,3.61,2.73,2.46,1.90,2.28
1020,1,2.59,2.33,1.46,2.64,2.46
1021,0,2.46,2.33,1.86,1.03,2.54
1022,0,2.46,2.33,1.56,2.17,1.45
1023,0,1.88,2.33,2.46,2.38,2.11
1024,0,2.62,3.06,2.76,2.88,2.46
1025,0,1.57,1.19,2.04,2.46,1.59
1026,0,2.81,2.46,2.85,2.49,2.19
1027,0,2.42,1.93,2.51,2.46,2.66
1028,1,1.81,3.01,2.46,3.32,0.99
1029,0,2.19,4.94,1.86,3.29,2.46
1030,0,1.56,2.46,2.33,1.96,3.12
1031,1,1.60,3.36,2.02,2.24,2.46
1032,0,3.38,2.46,2.10,4.11,1.43
1033,0,1.66,1.85,6.04,2.12,2.25
1034,1,2.88,2.47,2.71,2.12,1.45
1035,1,1.96,2.66,1.09,2.12,2.03
1036,0,1.47,1.08,0.66,2.12,4.51
1037,0,2.12,2.04,2.83,1.68,2.76
1038,0,1.00,1.68,2.12,1.36,2.33
1039,1,2.41,2.96,2.12,1.68,4.01
1040,0,2.94,2.12,3.18,1.68,3.88
1041,0,1.63,2.70,3.71,1.68,2.12
1042,1,2.97,2.12,1.84,2.73,2.42
1043,0,3.39,2.12,1.59,1.51,1.97
1044,0,0.85,2.12,1.83,2.07,2.46
1045,0,2.58,2.12,1.75,2.01,2.08
1046,0,2.98,2.66,2.34,2.12,1.63
1047,0,1.47,2.12,2.93,1.82,2.29
1048,0,3.34,2.12,2.61,2.24,2.31
1049,0,1.60,1.57,3.34,2.12,2.35
1050,0,3.72,2.12,3.34,2.47,1.89
1051,0,4.00,2.12,3.34,2.25,3.69
1052,1,2.45,2.12,3.34,2.78,2.07
1053,0,3.10,2.67,2.51,2.02,2.28
1054,1,2.59,2.21,1.94,3.10,2.00
1055,1,2.12,3.10,3.10,2.57,2.85
1056,0,2.59,3.40,3.31,3.10,2.03
1057,1,3.96,2.85,2.50,3.10,1.89
1058,0,1.75,2.26,2.46,3.10,1.55
1059,1,1.99,2.56,2.55,3.10,1.80
1060,1,2.16,2.39,1.89,3.10,3.32
1061,1,2.60,1.63,3.21,3.10,2.17
1062,0,1.67,2.35,0.80,3.10,3.12
1063,1,3.35,2.53,2.24,3.10,3.94
1064,1,2.63,2.73,1.89,3.10,2.65
1065,1,1.89,3.38,2.53,3.10,3.26
1066,1,3.26,2.27,3.21,3.10,2.53
1067,0,2.51,0.95,2.61,3.10,3.61
1068,0,0.92,1.67,3.10,3.29,1.72
1069,0,1.72,1.86,3.10,3.29,2.59
1070,1,2.22,2.27,3.10,3.29,3.97
1071,0,2.42,2.18,3.10,3.29,2.31
1072,0,2.72,2.89,2.79,3.10,3.29
1073,0,1.91,1.77,2.57,2.49,2.30
1074,0,3.45,2.34,2.82,2.49,3.63
1075,0,2.71,2.68,1.60,2.49,2.36
1076,0,1.77,1.93,2.91,2.49,5.89
1077,0,1.65,2.49,2.58,2.89,1.94
1078,1,2.20,1.75,1.86,2.49,2.68
1079,0,1.66,1.99,1.76,2.49,3.34
1080,0,1.59,2.62,2.43,2.49,1.99
1081,1,2.47,3.41,3.76,2.49,2.69
1082,0,1.69,2.14,2.43,2.49,2.34
1083,1,1.95,3.06,4.73,2.49,2.83
1084,1,1.52,2.98,2.24,2.49,1.78
1085,1,2.52,2.04,2.16,2.49,1.75
1086,0,1.73,1.54,1.80,2.49,2.13
1087,0,2.11,1.81,3.00,2.49,2.13
1088,1,1.35,2.67,1.41,2.49,1.72
1089,0,2.19,2.16,1.87,2.49,2.29
1090,0,2.49,3.12,2.51,2.49,1.92
1091,1,3.60,2.29,3.41,2.49,2.94
1092,1,4.58,2.08,3.19,2.49,1.56
1093,1,1.79,4.58,1.72,2.14,1.56
1094,1,2.33,2.81,3.44,4.58,1.56
1095,0,2.04,0.32,1.33,4.58,1.56
1096,1,4.58,3.71,2.51,2.76,1.56
1097,0,4.58,1.77,2.11,2.85,1.56
1098,1,4.58,1.54,3.07,1.87,1.56
1099,1,2.02,1.86,1.88,4.58,1.56
1100,0,3.30,2.02,4.36,4.58,1.56
1101,0,4.58,2.40,2.62,2.69,1.56
1102,0,4.58,2.51,4.51,3.05,1.56
1103,1,4.58,1.49,2.54,2.59,1.56
1104,1,4.58,3.83,2.69,2.06,1.56
1105,0,1.51,2.16,2.39,3.20,4.58
1106,0,2.80,5.23,4.58,1.74,1.56
1107,1,4.58,1.97,2.46,2.41,1.56
1108,1,4.58,1.49,2.56,2.40,1.56
1109,1,4.58,3.26,2.66,3.54,1.56
1110,1,4.58,1.93,2.37,2.85,1.56
1111,0,4.58,2.91,2.53,1.86,2.57
1112,1,1.88,2.05,3.28,2.94,2.63
1113,1,2.70,2.32,3.16,3.20,1.88
1114,0,1.90,2.63,1.88,1.95,2.62
1115,0,1.88,4.47,2.76,1.43,2.03
1116,1,1.88,2.46,4.53,4.08,3.55
1117,1,1.88,4.36,2.18,1.93,2.08
1118,0,1.88,2.38,2.22,2.33,1.85
1119,1,1.88,14.28,1.78,2.33,4.84
1120,1,1.88,2.21,2.58,2.51,2.70
1121,1,1.88,2.77,2.80,2.87,1.11
1122,0,1.88,1.84,1.63,2.38,2.12
1123,0,3.50,1.88,2.21,1.95,0.84
1124,1,1.88,2.15,1.73,2.07,1.49
1125,1,4.10,1.88,1.27,3.14,1.78
1126,0,1.88,1.96,2.45,1.94,2.36
1127,1,1.88,1.74,2.45,2.75,5.24
1128,0,1.88,1.43,2.45,1.89,2.46
1129,1,3.97,2.95,1.53,2.49,2.48
1130,1,3.97,2.95,2.62,2.07,2.26
1131,0,1.68,1.76,2.66,2.95,1.29
1132,0,1.90,1.68,2.30,2.95,2.05
1133,1,3.24,2.39,3.43,2.95,2.40
1134,1,2.54,2.78,2.21,2.95,2.54
1135,0,2.10,2.58,1.89,2.95,2.54
1136,1,2.40,2.95,3.21,1.82,1.94
1137,0,1.31,2.76,2.60,2.95,2.40
1138,1,1.73,2.55,2.17,2.95,3.97
1139,1,2.15,3.26,2.16,2.95,3.97
1140,1,1.95,4.77,3.97,2.95,1.85
1141,0,3.97,2.54,4.15,2.95,1.78
1142,1,2.40,3.23,3.97,2.95,2.48
1143,1,3.97,3.77,2.86,2.95,1.97
1144,0,2.33,2.48,2.09,2.95,1.18
1145,0,2.11,2.28,1.66,2.95,2.57
1146,1,1.49,1.95,2.22,2.95,2.38
1147,1,1.45,4.58,2.77,2.95,3.01
1148,1,2.20,2.59,2.87,2.95,2.58
1149,0,1.64,1.96,3.09,3.32,2.85
1150,1,2.13,1.88,3.97,3.49,2.85
1151,1,2.71,2.39,3.06,2.33,2.85
1152,1,2.52,2.08,2.51,2.60,2.85
1153,1,2.20,1.62,5.08,2.69,2.85
1154,1,2.66,2.80,1.73,3.46,2.85
