,gameResult,TOP,JUNGLE,MIDDLE,BOTTOM,SUPPORT
580,0,2.19,2.89,2.19,2.59,1.78
581,1,2.19,3.70,2.36,2.59,3.05
582,1,2.19,2.96,1.07,3.05,3.28
583,0,3.43,3.98,2.70,2.59,2.19
584,1,2.19,2.59,1.52,2.20,3.07
585,0,2.19,1.60,3.07,1.10,3.53
586,1,2.19,2.48,2.66,3.91,2.05
587,0,2.19,1.68,1.99,3.00,2.61
588,0,3.46,1.52,1.45,2.59,2.19
589,1,2.25,2.53,3.43,2.59,2.19
590,1,2.22,2.66,2.59,1.83,2.19
591,0,2.19,3.56,3.00,2.59,2.00
592,1,2.19,2.59,2.49,2.40,2.56
593,1,2.19,2.59,2.44,1.91,2.53
594,0,2.19,2.59,4.95,2.33,2.72
595,0,0.99,2.03,2.38,2.32,1.74
596,1,0.99,2.70,2.09,3.26,2.05
597,0,1.87,1.40,0.99,1.84,1.98
598,1,2.94,2.53,0.99,1.57,2.77
599,1,1.61,1.43,0.99,2.94,1.79
600,0,0.99,2.95,3.47,3.48,2.54
601,1,0.99,1.91,1.70,2.71,3.79
602,0,0.99,1.85,2.12,2.50,2.01
603,0,0.99,1.75,2.19,1.43,2.34
604,0,0.99,1.83,1.35,1.57,2.29
605,0,2.90,1.94,0.99,1.42,3.24
606,1,0.99,2.75,2.74,1.69,2.54
607,1,2.54,0.99,1.95,2.79,1.49
608,1,0.99,1.86,1.85,2.94,1.62
609,0,0.99,1.80,1.26,2.20,3.72
610,1,0.99,2.18,3.59,1.57,1.91
611,1,0.99,2.26,3.30,1.25,2.15
612,0,2.55,0.99,0.24,3.00,5.15
613,1,0.99,2.78,3.02,2.83,1.88
614,0,0.99,2.16,2.45,2.36,3.46
615,1,3.34,2.89,2.06,2.47,3.40
616,1,1.48,2.89,2.06,1.68,2.58
617,0,2.06,2.89,2.18,2.58,3.62
618,1,2.72,2.89,2.06,2.49,2.98
619,1,2.06,2.89,1.43,2.76,2.18
620,0,2.16,2.89,2.06,1.48,2.51
621,0,2.69,2.89,2.06,1.55,2.69
622,0,1.63,2.89,2.06,1.90,2.95
623,0,1.41,2.06,1.72,2.97,2.52
624,1,2.06,2.29,2.30,2.74,2.15
625,0,3.20,2.57,2.06,3.66,2.06
626,0,2.45,2.74,2.06,2.16,2.53
627,1,3.20,2.74,2.06,3.10,3.67
628,1,2.56,1.66,2.06,2.27,2.26
629,0,2.21,2.73,2.06,2.11,2.87
630,1,2.06,1.97,2.01,2.41,2.68
631,1,2.58,2.20,4.54,1.64,2.06
632,0,2.15,2.62,2.06,1.26,2.68
633,0,1.86,2.22,2.06,2.38,1.45
634,1,2.12,2.06,4.79,3.92,3.39
635,0,2.08,1.92,1.61,2.30,2.78
636,0,0.61,2.08,2.30,1.63,1.26
637,0,2.07,2.30,3.84,1.64,2.08
638,1,1.93,2.30,2.29,2.53,2.08
639,0,2.08,4.34,2.33,3.78,2.30
640,1,2.08,3.07,2.30,2.69,2.47
641,0,2.85,2.03,2.30,2.08,1.48
642,0,1.63,2.30,2.19,2.08,2.13
643,1,3.39,2.30,3.10,2.03,2.08
644,0,1.37,2.30,2.43,2.02,2.08
645,0,2.53,2.30,1.75,2.14,2.08
646,1,2.07,2.30,2.96,3.20,2.08
647,0,1.97,2.30,1.94,2.20,2.08
648,1,3.20,2.08,2.95,3.00,2.30
649,0,1.51,1.97,2.30,2.33,2.08
650,1,1.89,2.25,2.30,2.77,2.08
651,0,1.92,1.71,2.30,2.02,2.08
652,1,2.99,2.30,1.80,2.35,2.08
653,1,2.07,2.30,2.26,2.35,2.08
654,1,1.72,2.30,2.42,2.00,2.08
655,0,1.85,1.29,1.82,2.52,1.98
656,1,2.50,1.19,2.87,2.52,2.36
657,0,2.59,2.93,2.65,2.52,4.13
658,1,2.13,2.36,2.38,2.52,2.43
659,1,1.46,2.44,3.28,2.52,1.19
660,1,1.88,2.36,2.09,2.52,1.19
661,0,2.17,3.92,2.62,2.52,2.20
662,1,2.17,2.55,1.87,3.42,2.52
663,0,1.13,1.87,1.38,2.52,1.82
664,1,1.82,2.38,2.09,2.90,2.52
665,0,1.87,2.32,3.57,2.52,2.20
666,0,1.29,2.20,1.99,2.52,1.90
667,1,3.42,2.42,2.76,2.52,1.37
668,0,1.13,2.21,1.70,2.52,3.61
669,0,2.46,3.41,3.59,2.52,2.38
670,0,2.72,1.94,2.74,2.52,3.34
671,0,1.06,2.22,2.33,2.52,1.92
672,0,3.14,1.74,1.69,2.52,2.32
673,1,1.80,3.39,4.39,2.52,2.20
674,1,2.22,1.79,2.10,2.52,2.20
675,1,2.42,2.26,2.12,2.15,3.19
676,0,1.61,2.07,1.26,2.40,3.19
677,1,2.25,2.07,2.68,2.92,3.19
678,1,2.00,2.07,1.45,3.25,3.19
679,1,1.76,2.07,2.91,1.74,3.19
680,1,2.13,1.82,3.16,2.22,3.19
681,1,2.38,3.13,2.32,2.96,3.19
682,1,3.04,2.78,2.49,1.92,3.19
683,1,1.83,1.77,2.22,2.01,3.19
684,1,2.64,6.63,2.22,3.76,3.19
685,0,1.70,2.56,1.62,1.97,3.19
686,0,2.21,1.74,2.22,1.78,3.19
687,1,2.18,2.42,2.88,2.64,3.19
688,0,2.65,2.31,2.02,2.33,3.19
689,1,1.61,2.41,2.73,2.34,3.19
690,1,4.64,2.21,1.52,2.15,3.19
691,1,1.68,3.30,2.13,2.73,3.19
692,1,2.06,4.36,2.29,3.36,3.19
693,1,1.95,2.94,2.95,2.16,3.19
694,0,2.05,2.27,2.95,1.88,2.09
695,0,2.82,2.27,1.77,2.72,2.18
696,1,2.12,2.27,3.37,2.78,2.28
697,0,2.27,2.63,2.17,2.32,2.46
698,0,1.80,2.27,2.78,2.33,1.26
699,1,2.33,2.27,1.85,3.42,3.16
700,1,2.38,2.27,2.58,1.86,1.88
701,0,2.27,2.62,2.59,1.51,1.34
702,0,2.20,1.53,2.27,2.41,1.26
703,0,2.27,1.89,1.72,2.82,1.26
704,1,2.27,2.31,2.45,2.49,1.74
705,1,2.27,1.71,3.30,3.99,3.99
706,0,2.27,1.50,2.26,3.07,2.45
707,0,2.27,3.24,2.26,3.02,2.81
708,0,2.27,2.64,2.76,2.13,2.35
709,1,2.27,2.65,3.53,2.02,1.65
710,0,2.27,2.22,2.55,3.01,2.10
711,1,2.27,1.38,1.92,2.02,2.59
712,0,2.27,2.43,2.49,2.17,2.09
713,1,2.41,2.36,4.32,2.36,1.59
714,0,1.77,2.53,2.36,1.67,3.58
715,0,1.51,1.26,0.43,2.36,1.98
716,1,2.39,2.27,2.36,3.22,2.81
717,1,1.21,2.53,3.35,2.36,2.81
718,1,1.82,2.83,2.36,2.43,2.82
719,0,1.93,2.09,2.36,2.14,2.51
720,0,3.24,2.21,2.36,2.13,4.30
721,0,1.34,2.36,1.99,5.16,5.65
722,1,1.81,2.76,2.36,2.21,2.34
723,1,2.03,1.97,2.35,2.36,1.67
724,0,2.87,1.82,2.36,4.42,2.03
725,0,2.18,1.63,2.36,2.60,1.84
726,1,2.41,2.34,2.36,2.65,2.43
727,1,2.20,3.01,2.36,1.77,5.34
728,1,2.66,2.36,2.97,2.62,3.65
729,1,1.20,2.07,3.36,2.36,2.82
730,1,2.36,3.09,4.19,2.83,2.59
731,1,2.51,2.93,1.70,2.36,2.59
732,1,1.39,2.15,2.26,2.36,2.59
733,1,1.74,2.86,2.33,4.98,2.88
734,0,1.38,1.74,1.86,2.04,2.21
735,1,1.74,2.90,3.10,2.07,2.36
736,0,1.74,2.05,1.99,3.21,2.27
737,0,1.74,2.04,2.64,3.76,1.65
738,1,1.74,2.18,1.36,1.69,2.57
739,1,1.74,2.09,2.46,2.54,1.98
740,0,1.74,1.38,1.22,2.44,2.62
741,1,1.74,2.40,2.32,1.84,2.68
742,0,1.74,1.63,1.57,2.73,3.54
743,1,1.74,3.65,1.63,3.79,3.13
744,0,2.63,1.74,2.89,0.57,1.93
745,1,1.74,2.45,2.30,1.86,2.40
746,0,1.74,1.36,2.28,2.07,2.81
747,1,1.74,2.71,2.33,2.15,2.05
748,1,1.74,2.15,2.51,2.05,1.95
749,0,1.74,2.02,1.83,2.07,1.54
750,0,1.74,1.51,2.86,1.64,1.69
751,1,1.73,2.81,2.40,3.02,1.96
752,1,2.40,1.99,2.09,3.02,1.71
753,0,2.40,2.45,1.65,3.02,2.39
754,1,2.40,4.73,3.40,3.02,2.50
755,0,2.43,5.16,1.92,3.02,2.11
756,1,2.71,1.67,2.56,3.02,2.26
757,0,1.66,1.74,1.55,3.02,1.22
758,0,2.59,0.95,1.77,3.02,3.07
759,0,2.42,1.34,1.98,3.02,1.41
760,0,3.81,2.38,2.29,3.02,2.13
761,1,3.81,3.63,6.00,3.02,2.94
762,1,3.81,1.93,2.35,3.02,3.20
763,1,2.15,2.11,1.99,3.02,2.01
764,0,1.38,1.87,1.67,3.02,2.51
765,0,1.86,2.49,3.47,3.02,1.79
766,1,4.42,1.72,1.64,3.02,2.35
767,0,2.68,1.45,2.12,3.02,3.19
768,1,2.17,2.35,2.18,2.52,3.02
769,1,2.30,2.86,2.22,2.52,3.02
770,0,1.23,3.02,3.54,2.52,2.93
771,0,2.00,2.56,1.55,1.91,2.26
772,0,2.12,2.23,1.55,1.91,2.51
773,0,3.08,1.79,1.55,1.91,3.30
774,1,2.32,0.86,1.55,1.91,2.14
775,1,1.88,2.19,2.16,1.91,2.31
776,1,2.02,2.47,1.79,1.91,2.50
777,1,2.08,2.63,1.58,1.91,2.44
778,0,2.10,2.57,2.06,1.91,3.61
779,1,3.07,1.65,2.74,1.91,4.02
780,0,2.17,3.09,1.78,1.91,2.99
781,0,1.68,2.56,2.35,1.91,3.10
782,0,3.12,2.08,2.27,1.91,3.45
783,0,2.84,3.12,1.44,1.91,3.32
784,0,2.74,2.45,1.66,1.91,2.15
785,0,2.41,2.28,2.56,1.91,1.19
786,0,1.80,2.17,2.42,1.91,3.23
787,0,1.06,1.94,2.38,1.91,2.36
788,0,1.88,2.46,3.22,1.91,1.06
789,0,2.13,3.84,2.84,1.91,2.09
790,0,3.13,1.15,2.54,1.91,2.42
791,1,1.84,2.16,1.67,3.36,2.56
792,1,2.03,2.16,2.17,1.94,2.60
793,1,1.98,2.16,3.13,1.13,0.97
794,0,1.81,2.16,1.54,1.70,2.05
795,0,6.24,2.16,2.68,1.99,3.10
796,0,2.18,2.16,1.91,2.68,1.22
797,0,2.50,2.16,2.96,2.68,2.77
798,1,1.46,2.16,1.24,3.18,2.86
799,0,3.33,2.16,2.54,3.03,2.85
800,1,2.40,2.16,1.94,2.55,2.68
801,1,1.80,2.16,2.45,1.54,3.92
802,1,1.84,2.16,2.13,2.29,2.33
803,1,5.24,2.16,1.34,3.75,2.41
804,0,1.96,2.16,4.41,2.50,1.42
805,0,2.31,2.16,1.72,3.38,2.49
806,1,1.83,2.16,5.05,1.89,3.58
807,1,1.42,2.16,2.08,1.74,2.09
808,0,2.01,2.16,1.75,3.67,4.23
809,1,2.01,2.16,1.92,2.45,2.08
810,0,2.01,2.16,1.32,3.89,2.06
811,0,2.09,2.10,2.63,2.07,2.94
812,1,2.09,3.30,2.24,2.66,2.75
813,0,2.09,2.96,1.99,1.93,3.05
814,0,1.40,1.63,2.09,2.58,3.53
815,1,1.56,2.09,2.72,2.54,3.75
816,1,2.32,3.21,3.00,2.27,2.09
817,0,3.18,2.09,2.44,1.67,2.22
818,0,2.71,2.09,2.10,2.64,3.14
819,0,2.01,2.09,2.49,2.46,3.14
820,0,2.09,2.09,2.13,3.58,2.33
821,0,2.60,2.09,2.72,2.50,2.69
822,0,2.84,2.09,1.47,2.22,2.31
823,1,3.89,2.09,2.14,2.07,3.54
824,1,2.71,2.09,2.03,1.56,5.61
825,0,2.58,2.09,1.55,2.53,1.49
826,1,1.45,2.09,1.91,2.66,3.49
827,1,2.96,2.09,1.87,3.73,1.81
828,1,1.56,2.09,1.95,2.53,2.88
829,1,2.14,2.09,2.47,4.46,2.80
830,0,2.15,2.09,1.75,2.06,1.99
831,0,2.87,3.51,1.85,2.23,1.77
832,1,3.13,1.98,1.85,2.32,2.57
833,1,3.92,2.21,1.85,3.86,4.09
834,0,2.24,2.43,1.85,1.77,2.23
835,0,2.26,2.89,2.05,1.85,3.71
836,1,2.36,3.15,1.85,1.95,3.27
837,1,1.85,2.19,3.07,2.97,3.73
838,0,2.05,1.85,2.81,3.30,2.19
839,0,1.93,1.86,1.85,2.98,3.68
840,1,2.36,2.47,1.85,3.71,2.92
841,0,1.85,3.72,1.91,2.41,3.14
842,0,1.85,2.56,2.34,2.02,1.66
843,1,1.85,2.34,3.45,2.18,3.08
844,1,1.85,3.27,3.76,2.06,4.13
845,1,1.85,2.59,1.92,3.26,2.45
846,0,2.57,2.65,1.85,2.49,2.13
847,0,2.90,2.52,1.85,1.75,2.23
848,1,1.68,2.52,1.85,1.63,2.23
849,1,2.03,1.85,3.60,4.63,2.23
850,1,2.27,1.85,2.18,1.61,2.23
851,1,2.13,3.65,2.84,3.73,3.30
852,1,0.73,3.65,1.75,3.41,2.69
853,0,1.40,3.65,0.94,2.79,2.42
854,1,2.13,3.65,3.00,1.60,2.49
855,1,1.76,3.65,2.17,1.61,2.85
856,1,5.32,3.65,2.22,2.13,2.30
857,0,2.31,3.65,2.00,1.53,2.29
858,1,1.75,3.65,1.82,2.43,2.25
859,0,2.39,3.65,1.83,2.55,2.02
860,1,2.68,3.65,2.90,2.93,1.58
861,0,2.60,3.65,1.73,2.81,2.25
862,1,1.71,3.65,1.95,2.39,1.43
863,0,1.54,3.65,1.94,1.91,2.68
864,1,2.16,3.65,2.73,1.23,3.75
865,1,1.89,3.65,1.67,1.73,2.03
866,0,1.40,2.38,2.14,2.28,3.65
867,1,3.03,1.91,3.06,2.28,3.65
868,0,2.30,2.34,1.73,2.28,3.65
869,0,3.09,3.65,5.54,2.28,2.10
870,1,2.28,3.65,3.65,2.28,3.49
871,1,1.31,2.60,1.98,2.04,1.84
872,1,1.32,2.60,2.33,3.01,1.84
873,0,2.60,3.24,2.00,2.42,1.84
874,1,1.64,2.60,1.66,1.73,1.84
875,0,2.10,3.15,1.27,2.60,1.84
876,1,1.91,2.60,1.84,1.82,2.13
877,0,1.63,1.78,1.84,2.60,1.68
878,0,1.89,2.60,1.67,2.62,1.84
879,0,2.08,2.60,2.30,1.39,1.84
880,1,2.06,2.60,2.06,2.62,1.84
881,1,1.48,2.60,4.51,3.22,1.84
882,0,1.94,2.05,2.30,2.60,1.84
883,1,1.32,1.84,5.65,2.60,1.84
884,0,2.15,2.91,2.69,2.60,1.84
885,1,2.27,1.45,1.74,2.60,1.84
886,0,2.10,2.38,2.25,2.60,1.84
887,0,2.18,1.63,2.36,2.60,1.84
888,0,3.62,2.50,2.01,2.60,1.84
889,1,1.84,1.70,3.74,2.60,1.84
890,0,2.60,3.77,2.19,2.20,1.84
891,1,1.73,3.15,2.21,1.92,4.21
892,1,2.41,2.22,2.21,2.19,2.21
893,0,2.06,1.73,1.98,2.21,1.87
894,1,2.29,2.63,2.21,2.08,1.96
895,0,2.63,2.21,1.14,2.48,2.02
896,1,2.21,2.29,2.21,2.46,2.57
897,0,1.78,2.61,4.05,2.21,2.26
898,0,2.73,2.27,3.18,2.21,2.33
899,0,2.05,3.63,2.88,2.21,3.91
900,0,2.22,1.84,1.55,2.21,1.96
901,1,2.52,1.62,2.23,2.21,2.43
902,1,3.79,1.84,1.54,2.21,2.38
903,1,3.33,2.20,2.13,2.21,2.86
904,0,1.33,2.97,2.56,2.21,1.86
905,0,1.96,2.31,2.94,2.21,1.31
906,1,2.88,1.84,2.21,3.79,2.24
907,0,1.23,3.70,2.21,3.79,1.52
908,1,2.20,2.76,2.21,3.79,2.02
909,1,2.76,2.10,2.21,3.79,2.80
910,1,2.51,2.94,2.21,3.79,5.26
911,0,1.73,2.45,1.36,1.46,1.59
912,0,2.25,2.45,1.01,2.53,2.75
913,1,2.96,3.18,2.45,4.17,2.22
914,0,2.39,2.72,2.45,2.39,2.81
915,1,3.38,2.98,2.45,1.38,3.51
916,1,1.57,2.45,2.47,2.05,2.16
917,0,1.36,2.22,2.45,2.87,1.91
918,0,1.75,1.15,2.45,2.31,2.21
919,1,2.45,2.68,2.08,2.93,2.79
920,0,1.70,5.71,2.45,2.18,3.88
921,0,2.16,2.11,2.45,2.48,2.32
922,0,0.99,2.16,2.45,2.36,3.46
923,1,1.78,1.38,2.45,1.92,3.22
924,1,2.46,1.44,2.45,2.02,0.90
925,0,2.08,2.90,2.45,2.47,2.96
926,0,2.33,2.48,2.45,2.46,2.03
927,1,2.85,2.45,1.68,3.03,2.64
928,0,2.14,2.45,1.97,1.90,3.06
929,0,2.25,2.45,3.34,1.37,1.72
930,1,2.37,2.16,2.65,3.71,6.47
931,1,2.50,1.72,2.37,2.00,2.79
932,1,2.37,2.15,1.67,1.78,2.89
933,1,2.37,1.29,2.78,3.67,1.44
934,0,2.37,2.53,2.37,2.05,1.65
935,0,2.37,2.34,3.84,2.73,2.19
936,0,2.37,2.43,2.95,2.60,3.44
937,0,2.37,2.09,2.38,2.29,1.85
938,1,2.37,2.10,2.23,1.63,3.06
939,0,2.37,2.67,3.12,2.47,1.82
940,0,1.75,2.13,2.74,2.45,2.37
941,1,2.57,3.03,2.04,2.45,2.37
942,1,2.29,2.67,1.63,2.45,2.37
943,0,1.96,2.37,1.36,1.21,2.79
944,1,2.37,1.53,1.79,2.76,2.51
945,0,2.37,2.73,2.46,1.64,3.16
946,1,2.37,2.55,3.00,2.21,2.63
947,1,2.67,2.37,2.13,2.37,2.50
948,1,2.37,1.83,2.99,2.38,2.22
949,1,2.37,3.06,2.05,1.81,2.47
950,0,2.13,1.57,1.60,3.05,2.06
951,0,1.57,3.02,2.60,1.35,2.29
952,0,2.08,1.57,3.90,3.14,2.45
953,0,1.57,2.17,2.52,3.11,2.45
954,1,2.81,1.57,3.72,1.25,2.11
955,1,3.72,1.57,2.05,2.14,4.39
956,1,3.72,1.57,2.12,1.89,2.56
957,0,3.13,1.57,3.77,2.23,1.71
958,0,1.57,2.94,1.65,1.32,1.59
959,0,1.57,2.16,3.51,2.33,1.61
960,0,1.51,2.93,3.00,1.57,1.87
961,0,1.57,2.88,2.99,2.55,2.22
962,0,1.57,3.31,2.43,2.39,3.51
963,0,1.57,1.84,1.77,1.34,1.97
964,1,1.57,2.50,2.19,2.15,2.83
965,0,1.42,2.19,2.89,2.81,1.57
966,1,2.19,1.87,1.57,2.29,3.48
967,1,2.41,4.34,2.48,1.57,2.14
968,0,3.47,1.80,3.38,1.57,2.14
969,1,2.29,2.74,1.52,3.17,2.67
970,0,4.75,2.13,1.87,3.07,2.67
971,1,1.17,1.61,1.47,2.94,2.67
972,1,1.61,2.01,2.02,2.56,2.67
973,1,1.55,2.10,1.94,2.63,2.67
974,1,1.21,1.76,2.78,1.65,2.67
975,0,1.55,1.93,1.73,3.64,2.67
976,1,1.69,2.47,2.55,2.97,2.67
977,1,1.63,2.49,1.82,2.66,2.67
978,1,1.78,2.27,2.23,2.64,2.67
979,1,1.50,1.76,2.24,3.18,2.67
980,0,2.10,2.57,2.05,1.83,2.67
981,1,1.36,2.67,3.03,2.10,2.17
982,0,2.39,4.16,1.48,1.30,2.67
983,0,1.46,1.75,2.11,1.85,2.67
984,1,1.77,2.22,2.48,4.75,2.67
985,1,3.52,2.22,2.87,4.04,2.67
986,0,1.82,1.67,1.91,1.74,2.67
987,0,1.93,3.18,1.92,2.10,2.67
988,1,1.17,2.42,2.57,3.21,2.67
989,0,2.51,2.11,2.78,2.25,2.08
990,0,2.08,1.92,1.61,2.30,2.78
991,0,0.61,2.08,2.30,1.63,1.26
992,0,2.07,2.30,3.84,1.64,2.08
993,1,1.93,2.30,2.29,2.53,2.08
994,0,2.08,4.34,2.33,3.78,2.30
995,1,2.08,3.07,2.30,2.69,2.47
996,0,2.85,2.03,2.30,2.08,1.48
997,0,1.63,2.30,2.19,2.08,2.13
998,1,3.39,2.30,3.10,2.03,2.08
999,0,1.37,2.30,2.43,2.02,2.08
1000,0,1.61,1.88,2.05,2.08,3.03
1001,0,2.97,2.32,2.22,2.52,2.08
1002,1,1.70,1.54,2.06,2.94,2.08
1003,1,2.33,2.76,2.68,3.05,2.08
1004,0,2.33,2.68,2.81,3.05,2.08
1005,1,1.53,2.27,3.01,2.40,2.08
1006,0,2.01,1.83,1.51,1.75,2.08
1007,1,2.89,2.16,2.72,1.75,2.08
1008,0,1.69,2.51,2.24,2.63,2.08
1009,0,3.26,1.94,2.07,1.74,3.09
1010,0,2.32,2.36,3.09,3.64,1.74
1011,0,1.74,2.45,3.09,5.11,2.87
1012,0,2.27,1.74,2.10,2.33,3.09
1013,1,1.66,1.74,3.09,3.35,2.07
1014,0,1.74,2.16,2.13,2.29,2.73
1015,0,1.74,2.16,2.20,2.91,4.58
1016,1,1.74,1.59,1.51,2.62,3.09
1017,1,1.90,2.57,4.26,1.74,3.09
1018,1,2.06,2.11,3.09,1.88,1.74
1019,1,3.09,1.74,1.35,1.94,2.14
1020,0,1.74,3.30,3.09,3.26,1.97
1021,0,1.74,3.41,1.93,3.17,3.09
1022,0,1.74,1.66,2.54,1.80,3.09
1023,1,1.74,4.08,3.43,3.58,3.06
1024,1,3.43,2.43,1.74,2.04,5.33
1025,0,1.74,2.26,3.13,3.09,3.07
1026,1,2.16,3.09,1.36,3.01,1.74
1027,0,1.74,4.29,2.19,3.09,2.06
1028,1,2.41,2.54,3.08,4.63,2.45
1029,1,2.14,2.54,3.08,2.07,3.01
1030,1,2.20,2.54,3.08,3.16,2.58
1031,1,1.81,2.54,3.08,2.24,2.69
1032,1,1.30,2.54,3.08,4.21,2.19
1033,1,2.74,2.54,3.08,1.50,3.15
1034,1,1.80,2.54,3.08,2.36,2.57
1035,1,3.45,2.54,2.69,2.13,3.85
1036,0,2.50,2.54,2.41,2.19,1.62
1037,0,1.68,2.54,3.08,2.24,2.40
1038,1,2.49,2.54,3.08,3.10,3.72
1039,1,2.77,2.54,3.08,2.84,3.29
1040,1,2.54,2.73,3.17,3.08,2.13
1041,1,3.08,3.94,2.54,1.85,2.61
1042,1,2.07,2.54,1.69,1.80,3.29
1043,1,2.59,2.54,2.67,2.16,2.31
1044,1,3.09,2.54,3.85,2.15,3.97
1045,0,2.55,2.54,1.65,2.55,1.27
1046,1,1.59,2.54,2.41,1.59,2.43
1047,1,3.08,2.54,2.17,3.27,2.08
1048,0,2.22,3.31,1.90,2.36,1.93
1049,0,2.42,1.27,1.87,2.36,2.84
1050,1,2.16,1.90,2.77,2.36,1.84
1051,0,1.46,2.16,2.98,2.36,1.98
1052,1,1.99,3.31,2.28,2.36,2.65
1053,0,1.95,2.60,3.45,2.36,2.15
1054,1,1.82,1.60,2.62,2.36,1.76
1055,1,3.59,2.33,1.57,2.36,2.25
1056,1,1.60,2.11,3.40,2.36,2.66
1057,1,1.72,1.63,1.37,2.36,1.82
1058,0,1.67,1.95,1.86,2.36,2.48
1059,1,2.82,2.08,1.62,2.36,3.33
1060,1,1.92,1.66,2.88,2.36,2.89
1061,1,1.75,3.87,2.31,2.36,1.41
1062,1,3.63,2.41,3.20,2.36,2.68
1063,0,2.54,2.81,1.34,2.36,2.36
1064,0,2.14,2.86,1.68,2.36,1.72
1065,0,2.79,2.36,1.31,3.10,1.05
1066,1,2.35,2.13,1.51,2.36,3.67
1067,1,2.09,2.02,1.82,2.36,2.60
1068,1,2.51,2.76,2.03,2.38,0.74
1069,0,1.86,2.09,2.07,2.38,0.82
1070,1,1.69,1.83,2.06,2.38,1.90
1071,0,1.92,1.98,1.81,2.38,2.42
1072,0,1.80,1.43,2.38,1.47,1.53
1073,1,2.25,1.43,1.80,2.38,2.03
1074,1,1.65,1.76,1.92,2.38,1.88
1075,1,1.58,2.01,2.09,2.38,3.55
1076,0,1.27,3.05,1.76,2.38,2.08
1077,1,2.65,1.78,3.04,2.38,1.18
1078,0,3.02,1.34,1.78,2.38,2.76
1079,1,1.89,1.72,3.18,2.38,2.75
1080,0,2.15,1.89,1.59,2.38,5.59
1081,0,2.38,2.45,1.43,2.84,2.81
1082,1,2.81,3.26,2.40,2.38,3.03
1083,1,2.03,2.38,1.87,2.44,2.42
1084,0,1.81,2.26,2.32,2.38,2.01
1085,0,2.82,1.79,2.00,2.38,2.67
1086,1,3.95,2.66,2.07,2.38,3.85
1087,1,2.41,2.60,1.38,2.38,1.75
1088,0,2.54,5.50,2.63,1.94,2.17
1089,1,1.22,3.62,1.60,1.94,1.65
1090,0,2.32,1.86,1.94,2.37,1.50
1091,1,1.76,3.01,2.57,2.16,1.94
1092,0,1.56,2.27,2.50,1.72,1.94
1093,0,1.88,4.55,1.24,4.08,1.94
1094,1,1.57,2.45,2.07,2.15,1.94
1095,1,1.52,2.60,2.20,1.35,1.94
1096,1,2.11,1.72,3.68,2.31,1.94
1097,0,2.42,2.79,1.40,1.37,1.94
1098,0,1.94,1.54,1.70,2.08,1.58
1099,0,2.92,1.39,2.65,2.11,1.94
1100,1,2.16,2.90,1.68,1.94,3.26
1101,0,2.60,1.95,2.44,1.94,1.25
1102,0,0.99,1.59,2.74,1.94,2.03
1103,0,2.89,6.98,1.92,1.94,3.28
1104,1,1.30,1.41,2.42,3.72,1.94
1105,0,1.94,2.06,3.00,1.93,4.43
1106,1,1.94,1.84,1.17,2.26,1.29
1107,0,2.50,0.98,1.95,1.82,2.00
1108,1,1.66,2.26,3.59,1.82,3.24
1109,1,2.39,2.16,3.39,1.82,3.24
1110,1,1.61,2.35,1.24,1.82,2.06
1111,1,1.77,2.15,1.92,1.82,3.89
1112,0,1.11,1.40,1.64,1.82,1.95
1113,1,2.22,4.53,1.25,1.82,2.33
1114,0,2.42,0.67,1.97,1.82,3.30
1115,0,1.73,1.36,2.95,1.82,1.80
1116,1,2.17,2.59,3.18,1.82,1.51
1117,1,1.96,4.12,1.99,1.82,1.53
1118,0,1.52,2.18,1.45,1.82,2.25
1119,1,2.70,3.87,3.31,1.82,2.03
1120,0,1.42,2.58,2.24,1.82,4.46
1121,1,3.59,3.24,1.71,1.82,2.10
1122,0,2.00,2.04,1.07,1.82,3.24
1123,0,2.02,3.23,1.69,1.82,2.17
1124,0,2.61,1.44,3.07,1.82,1.80
1125,0,1.49,1.13,1.74,1.82,3.53
1126,1,2.00,2.81,2.43,1.82,2.33
1127,1,2.35,1.94,3.09,3.57,2.38
1128,0,2.21,1.16,3.09,2.87,1.66
1129,1,3.12,3.09,3.21,2.08,2.72
1130,0,1.19,2.45,3.09,2.23,3.05
1131,0,2.13,2.01,3.09,1.70,2.42
1132,0,2.28,2.99,3.09,2.75,2.28
1133,0,1.96,2.23,3.09,2.30,2.35
1134,0,1.52,3.08,3.09,1.79,1.82
1135,1,2.69,2.04,3.09,2.57,2.84
1136,1,2.55,2.18,3.09,1.67,2.06
1137,1,1.76,1.88,3.09,2.46,2.06
1138,1,1.82,2.17,3.09,1.44,2.28
1139,1,2.63,3.38,3.09,3.09,2.90
1140,1,2.01,1.94,3.09,1.92,2.24
1141,0,2.58,1.52,3.09,3.06,3.08
1142,0,3.09,1.88,3.68,1.15,1.03
1143,1,3.09,2.84,2.19,2.95,3.97
1144,0,1.92,2.01,3.09,1.84,2.35
1145,0,3.09,1.75,1.95,1.78,2.35
1146,1,3.09,1.60,2.71,2.21,2.67
1147,0,2.36,2.87,1.98,2.52,2.29
1148,1,1.96,1.98,1.26,1.97,2.49
1149,0,2.02,1.98,2.91,3.60,4.01
1150,1,1.98,2.57,2.40,2.43,5.37
1151,0,1.98,4.69,3.77,4.62,2.45
1152,1,1.98,1.73,3.77,4.25,2.58
1153,1,3.77,2.82,1.98,2.16,2.00
1154,0,3.77,1.66,1.98,1.79,1.54
