,gameResult,oChamp1,oChamp2,oChamp3,oChamp4,oChamp5,eChamp1,eChamp2,eChamp3,eChamp4,eChamp5
4336,0,Vayne,Shyvana,LeBlanc,Varus,Lux,Fiora,Wukong,Twisted Fate,Ezreal,Yuumi
4337,1,Renekton,Fiddlesticks,Fizz,Vayne,Shen,Malphite,Trundle,Syndra,Varus,Thresh
4338,1,Teemo,Lee Sin,Zoe,Lucian,Maokai,Fiora,Kayn,Katarina,Varus,Blitzcrank
4339,1,Jax,Nunu & Willump,Morgana,Varus,Miss Fortune,Aatrox,Evelynn,Pantheon,Caitlyn,Lux
4340,1,Poppy,Rammus,Corki,Varus,Senna,Teemo,Graves,Zed,Draven,Leona
4341,1,Vayne,Ekko,Renekton,Lucian,Senna,Darius,Shaco,Syndra,Ezreal,Thresh
4342,1,Wukong,Poppy,Diana,Aphelios,Yuumi,Gnar,Master Yi,Talon,Ezreal,Vel'Koz
4343,1,Fiora,Kayn,Qiyana,Caitlyn,Blitzcrank,Teemo,Volibear,Miss Fortune,Aphelios,Thresh
4344,0,Volibear,Master Yi,Irelia,Ezreal,Ziggs,Urgot,Shyvana,Teemo,Aphelios,Lux
4345,1,Singed,Lee Sin,Zyra,Kai'Sa,Senna,Ashe,Mordekaiser,Heimerdinger,Varus,Brand
4346,1,Sett,Fiddlesticks,LeBlanc,Kai'Sa,Bard,Ezreal,Volibear,Zed,Quinn,Sona
4347,1,Akali,Master Yi,Sylas,Caitlyn,Sion,Ornn,Elise,Xerath,Jinx,Senna
4348,1,Nasus,Master Yi,Ekko,Ashe,Nautilus,Garen,Jax,Vladimir,Sivir,Morgana
4349,0,Ezreal,Lee Sin,Jayce,Katarina,Lucian,Nasus,Jarvan IV,LeBlanc,Miss Fortune,Brand
4350,0,Illaoi,Elise,Ekko,Vayne,Lux,Garen,Graves,Leona,Miss Fortune,Twisted Fate
4351,0,Teemo,Vi,Kassadin,Ezreal,Xerath,Malphite,Amumu,Fiora,Jhin,Miss Fortune
4352,1,Sett,Gragas,Yasuo,Vayne,Blitzcrank,Teemo,Elise,Darius,Caitlyn,Ashe
4353,1,Malphite,Rengar,Talon,Ezreal,Pyke,Teemo,Graves,Diana,Sivir,Shaco
4354,0,Ornn,Ekko,Zed,Varus,Lux,Renekton,Trundle,Zoe,Ezreal,Ashe
4355,0,Maokai,Zac,Orianna,Ezreal,Shaco,Ornn,Amumu,Twisted Fate,Caitlyn,Leona
4356,0,Darius,Ekko,Yasuo,Caitlyn,Shaco,Renekton,Nidalee,Akali,Varus,Lux
4357,0,Renekton,Trundle,Sylas,Miss Fortune,Zyra,Kayle,Graves,Garen,Ezreal,Blitzcrank
4358,1,Renekton,Rammus,LeBlanc,Kai'Sa,Galio,Mordekaiser,Rengar,Master Yi,Miss Fortune,Annie
4359,1,Kai'Sa,Elise,Garen,Caitlyn,Morgana,Ornn,Rammus,Zed,Senna,Kalista
4360,0,Ornn,Warwick,Ahri,Ezreal,Gragas,Poppy,Trundle,Talon,Xayah,Morgana
4361,1,Renekton,Jarvan IV,Fizz,Vayne,Blitzcrank,Sett,Kled,Yasuo,Kai'Sa,Alistar
4362,1,Fiora,Rammus,Akali,Ashe,Senna,Ornn,Amumu,Yasuo,Ezreal,Nautilus
4363,1,Renekton,Kayn,Sylas,Ezreal,Lux,Sett,Master Yi,Ryze,Miss Fortune,Pyke
4364,0,Ornn,Jarvan IV,Neeko,Ezreal,Sona,Irelia,Master Yi,Cassiopeia,Kai'Sa,Leona
4365,0,Renekton,Lee Sin,Zoe,Ezreal,Blitzcrank,Heimerdinger,Jarvan IV,Orianna,Jhin,Sona
4366,1,Nautilus,Master Yi,Ahri,Lucian,Nami,Fiora,Amumu,Malphite,Yasuo,Galio
4367,0,Vladimir,Elise,Ahri,Yasuo,LeBlanc,Darius,Trundle,Ziggs,Miss Fortune,Morgana
4368,0,Nami,Nocturne,Garen,Jhin,Lux,Fiora,Xin Zhao,Ahri,Ashe,Fiddlesticks
4369,0,Jayce,Ekko,Talon,Twitch,Zilean,Ornn,Shyvana,Qiyana,Xayah,Miss Fortune
4370,0,Mordekaiser,Trundle,Garen,Ezreal,Lux,Illaoi,Xin Zhao,Zed,Jinx,Soraka
4371,0,Cho'Gath,Shyvana,Aurelion Sol,Jinx,Shen,Jax,Singed,Nocturne,Ezreal,Morgana
4372,0,Irelia,Nocturne,Ekko,Kai'Sa,Shen,Maokai,Trundle,Teemo,Ezreal,Yuumi
4373,1,Renekton,Rammus,LeBlanc,Kai'Sa,Galio,Mordekaiser,Rengar,Master Yi,Miss Fortune,Annie
4374,0,Garen,Udyr,Ryze,Vayne,Malphite,Urgot,Shyvana,Ezreal,Caitlyn,Rakan
4375,1,Kayle,Shyvana,Malzahar,Lucian,Blitzcrank,Fiora,Warwick,Teemo,Caitlyn,Neeko
4376,0,Teemo,Trundle,Zed,Tristana,Cho'Gath,Shyvana,Master Yi,Lux,Caitlyn,Swain
4377,1,Teemo,Lee Sin,Yasuo,Miss Fortune,Morgana,Garen,Shyvana,Camille,Aphelios,Thresh
4378,0,Darius,Lee Sin,Zed,Ezreal,Maokai,Ornn,Xin Zhao,Yasuo,Ashe,Blitzcrank
4379,0,Kayn,Warwick,Lux,Ashe,Veigar,Ornn,Shyvana,Fizz,Varus,Shaco
4380,0,Teemo,Ekko,Morgana,Jinx,Nidalee,Mordekaiser,Shyvana,Ahri,Lucian,Singed
4381,0,Teemo,Xin Zhao,Kassadin,Varus,Sona,Jax,Shyvana,Vladimir,Tristana,Ahri
4382,1,Tryndamere,Shyvana,LeBlanc,Aphelios,Shaco,Vladimir,Nocturne,Twisted Fate,Kog'Maw,Leona
4383,0,Irelia,Master Yi,Fizz,Jinx,Miss Fortune,Gangplank,Jax,Lux,Jhin,Karma
4384,1,Teemo,Kayn,Ahri,Jhin,Yuumi,Fiora,Shyvana,Annie,Ashe,Shaco
4385,0,Pantheon,Rek'Sai,Mordekaiser,Veigar,Yuumi,Ornn,Rammus,Talon,Kai'Sa,Zilean
4386,1,Garen,Elise,Morgana,Varus,Thresh,Poppy,Shyvana,Irelia,Ezreal,Senna
4387,1,Sett,Kayn,Twisted Fate,Ezreal,Taric,Yasuo,Xin Zhao,Veigar,Kalista,Nautilus
4388,0,Darius,Lee Sin,LeBlanc,Jhin,Syndra,Garen,Hecarim,Malphite,Vayne,Sona
4389,0,Darius,Nunu & Willump,Syndra,Karma,Lux,Garen,Master Yi,Ezreal,Jhin,Thresh
4390,1,Gnar,Jax,Fizz,Varus,Xerath,Illaoi,Shyvana,Galio,Ezreal,Blitzcrank
4391,0,Teemo,Trundle,LeBlanc,Vayne,Zoe,Fiora,Lee Sin,Zilean,Ashe,Lux
4392,0,Sett,Darius,LeBlanc,Kai'Sa,Yuumi,Renekton,Nocturne,Galio,Ashe,Shen
4393,1,Renekton,Rammus,LeBlanc,Kai'Sa,Galio,Mordekaiser,Rengar,Master Yi,Miss Fortune,Annie
4394,1,Malphite,Xin Zhao,LeBlanc,Caitlyn,Blitzcrank,Cho'Gath,Master Yi,Yasuo,Miss Fortune,Lux
4395,1,Darius,Warwick,LeBlanc,Ashe,Lux,Garen,Jax,Diana,Vayne,Leona
4396,0,Sett,Rek'Sai,Galio,Ashe,Pyke,Illaoi,Master Yi,Akali,Varus,Senna
4397,0,Yasuo,Janna,Twisted Fate,Ezreal,Pyke,Malphite,Volibear,Galio,Ashe,Nautilus
4398,0,Karma,Ekko,LeBlanc,Ashe,Thresh,Irelia,Amumu,Xerath,Varus,Sett
4399,0,Singed,Master Yi,Ryze,Caitlyn,Brand,Malphite,Volibear,LeBlanc,Jhin,Lux
4400,0,Fiora,Lee Sin,Twisted Fate,Jhin,Xerath,Nasus,Pantheon,LeBlanc,Miss Fortune,Thresh
4401,0,Vayne,Shyvana,Lux,Ezreal,Lulu,Riven,Dr. Mundo,LeBlanc,Caitlyn,Morgana
4402,0,Dr. Mundo,Master Yi,Galio,Caitlyn,Xerath,Yorick,Jax,Zoe,Ezreal,Yuumi
4403,0,Tahm Kench,Rammus,Zoe,Caitlyn,Nami,Riven,Zac,LeBlanc,Varus,Zilean
4404,1,Vayne,Master Yi,Olaf,Caitlyn,Morgana,Malphite,Wukong,Galio,Miss Fortune,Nautilus
4405,0,Mordekaiser,Syndra,LeBlanc,Blitzcrank,Jarvan IV,Kled,Lee Sin,Twisted Fate,Miss Fortune,Pyke
4406,1,Pantheon,Wukong,Akali,Jinx,Nautilus,Malphite,Rengar,Kled,Ashe,Blitzcrank
4407,1,Shen,Zac,Ekko,Syndra,Leona,Darius,Jax,Galio,Kai'Sa,Nautilus
4408,1,Mordekaiser,Amumu,Lux,Aphelios,Sona,Teemo,Xin Zhao,Ahri,Kai'Sa,Swain
4409,1,Nasus,Jax,Ahri,Ezreal,Fizz,Aatrox,Xin Zhao,Syndra,Kai'Sa,Zyra
4410,0,Fiora,Lee Sin,Zoe,Caitlyn,Senna,Garen,Xin Zhao,Lissandra,Kai'Sa,Lulu
4411,0,Gnar,Evelynn,Syndra,Varus,Pantheon,Garen,Master Yi,Ahri,Ashe,Thresh
4412,1,Nocturne,Rammus,Irelia,Varus,Senna,Cho'Gath,Elise,Zed,Lucian,Lux
4413,0,Vladimir,Master Yi,Ahri,Kai'Sa,Morgana,Ezreal,Teemo,Pyke,Talon,Xerath
4414,0,Maokai,Graves,Katarina,Yasuo,Soraka,Aatrox,Ekko,Irelia,Miss Fortune,Leona
4415,0,Volibear,Master Yi,Yasuo,Ashe,Yuumi,Yorick,Rammus,Galio,Miss Fortune,Pyke
4416,1,Garen,Kayn,Galio,Kai'Sa,Blitzcrank,Irelia,Zac,Talon,Varus,Senna
4417,1,Maokai,Rammus,Akali,Kai'Sa,Malphite,Volibear,Kayn,Cassiopeia,Miss Fortune,Gnar
4418,1,Quinn,Warwick,Galio,Ashe,Sona,Nasus,Shyvana,Sylas,Kai'Sa,Yuumi
4419,0,Sett,Jax,Yasuo,Aphelios,Sona,Volibear,Lee Sin,Ekko,Kai'Sa,Maokai
4420,0,Sett,Nunu & Willump,Sylas,Ashe,Sona,Dr. Mundo,Shaco,Vladimir,Ezreal,Leona
4421,0,Maokai,Master Yi,Orianna,Vayne,Thresh,Garen,Sett,Malzahar,Ashe,Shaco
4422,1,Malphite,Jarvan IV,Akali,Ashe,Blitzcrank,Neeko,Amumu,Zed,Kai'Sa,Pyke
4423,0,Mordekaiser,Kha'Zix,Renekton,Kai'Sa,Rammus,Fiora,Sylas,LeBlanc,Varus,Nautilus
4424,0,Sett,Warwick,Ahri,Kai'Sa,Brand,Volibear,Master Yi,Lux,Twitch,Ezreal
4425,1,Renekton,Jarvan IV,LeBlanc,Miss Fortune,Morgana,Quinn,Jax,Karma,Kai'Sa,Nautilus
4426,1,Renekton,Rammus,LeBlanc,Kai'Sa,Galio,Mordekaiser,Rengar,Master Yi,Miss Fortune,Annie
4427,0,Tahm Kench,Fiddlesticks,Orianna,Ashe,Leona,Kled,Master Yi,Poppy,Ezreal,Nami
4428,0,Irelia,Warwick,Kassadin,Xayah,Zilean,Ornn,Volibear,Quinn,Ezreal,Yuumi
4429,0,Nasus,Shyvana,LeBlanc,Twitch,Zilean,Yorick,Jax,Vladimir,Ezreal,Leona
4430,1,Camille,Shyvana,Zed,Ezreal,Senna,Sett,Zac,Qiyana,Caitlyn,Blitzcrank
4431,0,Teemo,Ekko,Orianna,Lucian,Leona,Garen,Lee Sin,Sylas,Kai'Sa,Nautilus
4432,1,Mordekaiser,Volibear,Fizz,Caitlyn,Senna,Garen,Trundle,Ekko,Aphelios,Yuumi
4433,0,Ornn,Kindred,Kassadin,Ezreal,Zilean,Wukong,Sylas,Ahri,Miss Fortune,Thresh
4434,0,Dr. Mundo,Ekko,Veigar,Caitlyn,Blitzcrank,Syndra,Graves,Aatrox,Lucian,Yuumi
4435,0,Akali,Trundle,Garen,Aphelios,Pyke,Sylas,Volibear,Aatrox,Ezreal,Leona
4436,0,Garen,Lee Sin,Yasuo,Jinx,Morgana,Neeko,Kayn,Galio,Ezreal,Zac
4437,0,Renekton,Rammus,LeBlanc,Kai'Sa,Galio,Mordekaiser,Rengar,Master Yi,Miss Fortune,Annie
4438,1,Illaoi,Shaco,Diana,Kai'Sa,Blitzcrank,Mordekaiser,Nidalee,Yasuo,Ezreal,Leona
4439,0,Teemo,Zac,Zed,Miss Fortune,Malphite,Sylas,Olaf,Yasuo,Jinx,Zilean
4440,0,Master Yi,Warwick,Xerath,Ashe,Senna,Renekton,Evelynn,Vladimir,Ezreal,Thresh
4441,0,Sett,Ekko,Diana,Sivir,Alistar,Sylas,Zac,Irelia,Twitch,Lux
4442,0,Garen,Vi,Sylas,Xayah,Yuumi,Akali,Ekko,Cassiopeia,Ezreal,Lux
4443,1,Teemo,Ekko,Irelia,Kai'Sa,Lux,Singed,Warwick,Sylas,Ezreal,Yuumi
4444,0,Jayce,Kayn,Ahri,Jhin,Swain,Tahm Kench,Master Yi,Ryze,Ezreal,Yuumi
4445,1,Aatrox,Kayn,Pantheon,Kai'Sa,Nautilus,Vayne,Nocturne,Yasuo,Ezreal,Yuumi
4446,0,Sylas,Vi,Zed,Miss Fortune,Thresh,Akali,Shaco,Jayce,Kai'Sa,Blitzcrank
4447,1,Akali,Nocturne,Maokai,Ezreal,Brand,Rumble,Zac,Yasuo,Jinx,Leona
4448,0,Pantheon,Lee Sin,Annie,Camille,Sylas,Heimerdinger,Darius,Mordekaiser,Varus,Sett
4449,0,Jax,Taliyah,Jayce,Vayne,Fiddlesticks,Renekton,Jarvan IV,Varus,Jinx,Soraka
4450,1,Dr. Mundo,Wukong,Darius,Miss Fortune,Xerath,Renekton,Evelynn,Mordekaiser,Caitlyn,Sejuani
4451,0,Shyvana,Master Yi,Poppy,Ashe,Galio,Mordekaiser,Jax,Sylas,Vayne,Morgana
4452,0,Quinn,Aatrox,Xerath,Aphelios,Miss Fortune,Sion,Ekko,Zed,Caitlyn,Nautilus
4453,1,Mordekaiser,Leona,Syndra,Ashe,Alistar,Shen,Zac,Orianna,Miss Fortune,Vel'Koz
4454,1,Garen,Warwick,Yasuo,Ezreal,Morgana,Darius,Elise,Aurelion Sol,Kai'Sa,Thresh
4455,0,Darius,Zac,Ahri,Kai'Sa,Maokai,Aatrox,Jarvan IV,Talon,Caitlyn,Lux
4456,0,Lux,Nocturne,Talon,Twitch,Thresh,Renekton,Dr. Mundo,Taliyah,Kai'Sa,Blitzcrank
4457,0,Mordekaiser,Twisted Fate,Yasuo,Jhin,Lux,Cho'Gath,Wukong,Akali,Ezreal,Brand
4458,0,Talon,Jhin,Teemo,Ezreal,Blitzcrank,Shyvana,Rammus,Sylas,Lucian,Lux
4459,0,Mordekaiser,Nidalee,Irelia,Jinx,Volibear,Yasuo,Graves,Ryze,Vayne,Anivia
4460,0,Garen,Sejuani,Corki,Ashe,Malphite,Vladimir,Vayne,LeBlanc,Ezreal,Sivir
4461,1,Lux,Zac,Caitlyn,Ashe,Galio,Fiora,Sett,Yasuo,Miss Fortune,Veigar
4462,1,Mordekaiser,Aatrox,LeBlanc,Ezreal,Nautilus,Garen,Sett,Nocturne,Varus,Lulu
4463,1,Shen,Ezreal,Yasuo,Vayne,Lux,Darius,Nidalee,Twisted Fate,Ashe,Nautilus
4464,1,Illaoi,Ezreal,Garen,Varus,Alistar,Sylas,Shaco,Lux,Jhin,Annie
4465,0,Garen,Nunu & Willump,Zed,Caitlyn,Blitzcrank,Aatrox,Amumu,Ezreal,Tristana,Morgana
4466,1,Irelia,Zac,Malphite,Xayah,Alistar,Garen,Nidalee,Azir,Ashe,Blitzcrank
4467,0,Garen,Master Yi,Ezreal,Aphelios,Blitzcrank,Volibear,Amumu,Teemo,Caitlyn,Lulu
4468,1,Kennen,Trundle,Zed,Tristana,Nautilus,Rammus,Xin Zhao,Volibear,Caitlyn,Teemo
4469,1,Nunu & Willump,Nocturne,Yasuo,Varus,Lux,Teemo,Graves,Vladimir,Ashe,Swain
4470,1,Ahri,Sylas,Riven,Kai'Sa,Lulu,Master Yi,Amumu,Caitlyn,Jinx,Lux
4471,1,Teemo,Shyvana,Master Yi,Miss Fortune,Veigar,Yorick,Evelynn,Zoe,Jhin,Shen
4472,1,Renekton,Warwick,Master Yi,Sivir,Nami,Darius,Sylas,Ziggs,Miss Fortune,Leona
4473,0,Garen,Nocturne,Yasuo,Ezreal,Brand,Cho'Gath,Hecarim,Master Yi,Caitlyn,Shaco
4474,0,Garen,Rammus,Master Yi,Kalista,Pantheon,Poppy,Ekko,Pyke,Ezreal,Lux
4475,0,Janna,Volibear,LeBlanc,Ezreal,Lux,Master Yi,Nunu & Willump,Morgana,Malphite,Tristana
4476,0,Renekton,Rammus,LeBlanc,Kai'Sa,Galio,Mordekaiser,Rengar,Master Yi,Miss Fortune,Annie
4477,0,Irelia,Amumu,Malzahar,Caitlyn,Sona,Renekton,Fiddlesticks,Vladimir,Ezreal,Leona
4478,1,Garen,Xin Zhao,Orianna,Sivir,Nami,Malphite,Shyvana,Shen,Lucian,Yuumi
4479,1,Volibear,Ekko,Yasuo,Ashe,Morgana,Illaoi,Lee Sin,Annie,Varus,Yuumi
4480,1,Jhin,Soraka,Nasus,Morgana,Ashe,Vayne,Shaco,Wukong,Caitlyn,Nautilus
4481,0,Darius,Master Yi,Tristana,Ezreal,Blitzcrank,Riven,Lee Sin,Kayn,Sivir,Leona
4482,1,Garen,Rammus,Yasuo,Jhin,Swain,Nasus,Kayn,Orianna,Ashe,Nautilus
4483,0,Aatrox,Sylas,Ahri,Sivir,Thresh,Ezreal,Master Yi,Qiyana,Vayne,Galio
4484,0,Sett,Rammus,Master Yi,Miss Fortune,Lux,Rengar,Zac,Yasuo,Ashe,Morgana
4485,0,Garen,Wukong,Irelia,Vayne,Malphite,Aatrox,Volibear,Master Yi,Pantheon,Lux
4486,0,Mordekaiser,Elise,Vladimir,Miss Fortune,Morgana,Wukong,Fiddlesticks,Aurelion Sol,Ezreal,Lulu
4487,0,Teemo,Lee Sin,Yasuo,Miss Fortune,Yuumi,Garen,Shaco,Mordekaiser,Sivir,Senna
4488,1,Darius,Olaf,Malzahar,Miss Fortune,Cho'Gath,Renekton,Master Yi,Mordekaiser,Yasuo,Alistar
4489,1,Sett,Xin Zhao,Xerath,Caitlyn,Malphite,Illaoi,Pantheon,Talon,Ashe,Maokai
4490,0,Ornn,Shen,Ryze,Jinx,Yuumi,Aatrox,Jax,Ekko,Miss Fortune,Blitzcrank
4491,0,Renekton,Evelynn,Galio,Yasuo,Senna,Darius,Master Yi,Syndra,Miss Fortune,Yuumi
4492,0,Darius,Rumble,Fizz,Ashe,Sona,Ornn,Vi,Talon,Miss Fortune,Brand
4493,0,Kai'Sa,Master Yi,Diana,Caitlyn,Vel'Koz,Draven,Rek'Sai,Kalista,Miss Fortune,Thresh
4494,0,Illaoi,Yasuo,Nidalee,Miss Fortune,Xerath,Sett,Warwick,Diana,Caitlyn,Morgana
4495,0,Sett,Kayn,Ahri,Miss Fortune,Zyra,Neeko,Nunu & Willump,Syndra,Ezreal,Blitzcrank
4496,0,Jax,Rammus,Sylas,Ezreal,Nautilus,Irelia,Lee Sin,Akali,Miss Fortune,Pyke
4497,1,Darius,Jax,Nocturne,Twitch,Leona,Irelia,Zac,Cassiopeia,Miss Fortune,Neeko
4498,0,Renekton,Rammus,LeBlanc,Kai'Sa,Galio,Mordekaiser,Rengar,Master Yi,Miss Fortune,Annie
4499,0,Vayne,Zac,Katarina,Varus,Braum,Shen,Tahm Kench,Vladimir,Miss Fortune,Malphite
4500,0,Singed,Graves,Talon,Jhin,Nami,Renekton,Fiddlesticks,Veigar,Miss Fortune,Yuumi
4501,0,Wukong,Nocturne,Fizz,Karma,Yuumi,Aatrox,Hecarim,Irelia,Miss Fortune,Bard
4502,0,Katarina,Jarvan IV,Volibear,Miss Fortune,Maokai,Illaoi,Trundle,Corki,Ashe,Swain
4503,0,Garen,Kayn,Lissandra,Ezreal,Thresh,Yorick,Zac,Yasuo,Miss Fortune,Leona
4504,1,Yorick,Jax,Fizz,Miss Fortune,Lux,Twisted Fate,Master Yi,Sylas,Vayne,Yuumi
4505,1,Garen,Zac,Lucian,Jhin,Annie,Volibear,Master Yi,Diana,Ashe,Blitzcrank
4506,0,Irelia,Vi,Zed,Kai'Sa,Annie,Yorick,Nidalee,Diana,Ezreal,Malphite
4507,1,Sett,Nidalee,Jayce,Ezreal,Lux,Ornn,Ivern,Katarina,Ziggs,Maokai
4508,1,Yorick,Fiddlesticks,Master Yi,Vayne,Maokai,Garen,Malphite,Talon,Ezreal,Soraka
4509,0,Renekton,Rammus,LeBlanc,Kai'Sa,Galio,Mordekaiser,Rengar,Master Yi,Miss Fortune,Annie
4510,1,Wukong,Kayn,Fizz,Varus,Senna,Malphite,Twitch,Ahri,Sivir,Veigar
4511,1,Quinn,Vi,Rumble,Ezreal,Veigar,Sion,Jax,Zilean,Jhin,Brand
4512,0,Cassiopeia,Ezreal,Malzahar,Caitlyn,Nautilus,Renekton,Garen,Katarina,Kai'Sa,Morgana
4513,1,Olaf,Fiddlesticks,Veigar,Vayne,Malphite,Amumu,Nidalee,Nasus,Ezreal,Lux
4514,0,Garen,Trundle,Yasuo,Ezreal,Blitzcrank,Sett,Nidalee,Sylas,Tristana,Malphite
4515,1,Fiora,Amumu,Anivia,Ezreal,Zyra,Mordekaiser,Wukong,Darius,Aphelios,Malphite
4516,1,Renekton,Wukong,Orianna,Ezreal,Blitzcrank,Garen,Jarvan IV,Diana,Miss Fortune,Alistar
4517,0,Sett,Sylas,Orianna,Ashe,Zilean,Irelia,Kayn,LeBlanc,Aphelios,Senna
4518,0,Garen,Sylas,Orianna,Draven,Blitzcrank,Teemo,Nocturne,Veigar,Ashe,Soraka
4519,0,Darius,Shaco,Katarina,Ezreal,Morgana,Malphite,Shen,Kalista,Caitlyn,Ziggs
4520,0,Kayn,Sett,Zed,Miss Fortune,Pyke,Irelia,Neeko,Lux,Ezreal,Shaco
4521,1,Diana,Jax,Irelia,Soraka,Galio,Wukong,Zac,Yasuo,Miss Fortune,Yuumi
4522,0,Irelia,Kayn,Kayle,Varus,Janna,Darius,Amumu,Zed,Miss Fortune,Pyke
4523,1,Illaoi,Master Yi,Katarina,Vayne,Neeko,Yasuo,Shen,Zed,Varus,Pyke
4524,1,Kayle,Shaco,LeBlanc,Ezreal,Miss Fortune,Vladimir,Amumu,Pantheon,Jinx,Maokai
4525,0,Renekton,Volibear,Galio,Vayne,Leona,Darius,Amumu,Ryze,Jinx,Sett
4526,0,Mordekaiser,Jax,Yasuo,Varus,Nami,Master Yi,Lee Sin,Ornn,Sivir,Leona
4527,1,Ezreal,Elise,Talon,Lucian,Zilean,Darius,Ekko,Ahri,Varus,Pyke
4528,1,Darius,Volibear,Jayce,Kai'Sa,Blitzcrank,Irelia,Malphite,Yasuo,Ezreal,Soraka
4529,1,Darius,Warwick,Sivir,Veigar,Lux,Fiora,Kayn,Pantheon,Miss Fortune,Zac
4530,1,Kalista,Graves,Brand,Ezreal,Lux,Renekton,Kayn,Azir,Caitlyn,Morgana
4531,1,Illaoi,Kayn,Fizz,Ashe,Lux,Renekton,Volibear,Aurelion Sol,Tristana,Malphite
4532,0,Malphite,Garen,Zoe,Aphelios,Pyke,Annie,Xin Zhao,Darius,Caitlyn,Morgana
4533,1,Darius,Malphite,Mordekaiser,Ashe,Lux,Volibear,Lee Sin,Pantheon,Lucian,Veigar
4534,1,Darius,Ekko,Morgana,Kai'Sa,Amumu,Ornn,Jarvan IV,Galio,Ashe,Lux
4535,0,Darius,Poppy,Katarina,Ashe,Senna,Jax,Amumu,Anivia,Caitlyn,Bard
4536,1,Renekton,Trundle,Irelia,Lucian,Fiddlesticks,Darius,Elise,Master Yi,Jinx,Thresh
4537,1,Darius,Poppy,Xerath,Aphelios,Senna,Ornn,Rek'Sai,Lucian,Vayne,Zilean
4538,1,Darius,Poppy,LeBlanc,Ezreal,Yuumi,Volibear,Elise,Akali,Malphite,Senna
4539,1,Quinn,Pyke,Ahri,Caitlyn,Thresh,Renekton,Poppy,Syndra,Ezreal,Karma
4540,1,Quinn,Amumu,Illaoi,Aphelios,Zilean,Yasuo,Ekko,Darius,Ezreal,Rakan
4541,0,Tristana,Ivern,Ryze,Kalista,Lulu,Darius,Amumu,Kassadin,Lucian,Nautilus
4542,0,Teemo,Vi,Irelia,Jinx,Sona,Darius,Lee Sin,Syndra,Jhin,Singed
4543,1,Renekton,Xin Zhao,Ekko,Varus,Lux,Illaoi,Zac,Twisted Fate,Sivir,Xerath
4544,0,Fiora,Volibear,Ahri,Vayne,Malphite,Illaoi,Master Yi,Cassiopeia,Sivir,Leona
4545,1,Olaf,Amumu,Ziggs,Jinx,Veigar,Sett,Ekko,Nidalee,Kai'Sa,Nautilus
4546,1,Camille,Jarvan IV,Talon,Ezreal,Yuumi,Mordekaiser,Ekko,Tristana,Miss Fortune,Nami
4547,0,Vayne,Hecarim,Zed,Ezreal,Malphite,Camille,Ekko,Twisted Fate,Miss Fortune,Maokai
4548,1,Wukong,Ekko,Twisted Fate,Miss Fortune,Blitzcrank,Fiddlesticks,Pantheon,Aatrox,Jayce,Yuumi
4549,1,Vladimir,Ekko,Lucian,Caitlyn,Lux,Teemo,Kayn,Irelia,Kai'Sa,Alistar
4550,1,Garen,Ekko,Orianna,Lucian,Lux,Udyr,Master Yi,LeBlanc,Ezreal,Pyke
4551,1,Darius,Ekko,Morgana,Kai'Sa,Amumu,Ornn,Jarvan IV,Galio,Ashe,Lux
4552,1,Kayn,Evelynn,Nocturne,Caitlyn,Morgana,Illaoi,Ekko,Talon,Miss Fortune,Blitzcrank
4553,0,Teemo,Nidalee,Malphite,Caitlyn,Blitzcrank,Heimerdinger,Ekko,Zoe,Vayne,Nautilus
4554,0,Jax,Ekko,Maokai,Lucian,Zyra,Nasus,Rammus,Veigar,Kog'Maw,Alistar
4555,1,Yorick,Elise,Cassiopeia,Miss Fortune,Pantheon,Mordekaiser,Ekko,Yasuo,Lucian,Thresh
4556,0,Vladimir,Sylas,Irelia,Miss Fortune,Yuumi,Akali,Ekko,Garen,Caitlyn,Rakan
4557,0,Renekton,Zac,Aatrox,Caitlyn,Alistar,Garen,Ekko,Katarina,Vayne,Zyra
4558,1,Fiora,Twitch,Kassadin,Kai'Sa,Soraka,Twisted Fate,Kha'Zix,Jax,Ashe,Kayle
4559,1,Garen,Master Yi,Yasuo,Ezreal,Pyke,Akali,Ekko,Talon,Ashe,Thresh
4560,1,Lucian,Vi,Ahri,Caitlyn,Janna,Garen,Ekko,Jhin,Miss Fortune,Bard
4561,1,Garen,Kha'Zix,Zed,Aphelios,Bard,Mordekaiser,Sylas,LeBlanc,Miss Fortune,Heimerdinger
4562,1,Vayne,Master Yi,Lux,Ashe,Leona,Maokai,Ekko,Jhin,Ezreal,Bard
4563,1,Garen,Ekko,Galio,Caitlyn,Bard,Jax,Master Yi,Mordekaiser,Kai'Sa,Blitzcrank
4564,1,Volibear,Zac,Veigar,Jhin,Akali,Malphite,Kha'Zix,Wukong,Jinx,Bard
4565,0,Maokai,Fiddlesticks,Katarina,Xayah,Rakan,Veigar,Shaco,Ornn,Twitch,Nautilus
4566,1,Kayle,Gragas,Akali,Varus,Pyke,Veigar,Zac,Tahm Kench,Jinx,Lux
4567,0,Irelia,Wukong,Jayce,Miss Fortune,Leona,Lucian,Sylas,Nocturne,Jinx,Thresh
4568,1,Darius,Ekko,Morgana,Kai'Sa,Amumu,Ornn,Jarvan IV,Galio,Ashe,Lux
4569,1,Fiora,Graves,Yasuo,Draven,Nautilus,Malphite,Evelynn,Morgana,Caitlyn,Lux
