,gameResult,oChamp1,oChamp2,oChamp3,oChamp4,oChamp5,eChamp1,eChamp2,eChamp3,eChamp4,eChamp5
2149,1,Jax,Kayn,Heimerdinger,Aphelios,Thresh,Hecarim,Trundle,Sylas,Kai'Sa,Blitzcrank
2150,1,Ornn,Rek'Sai,Sylas,Miss Fortune,Karma,Wukong,Camille,Galio,Kalista,Thresh
2151,0,Aatrox,Graves,Galio,Miss Fortune,Thresh,Jax,Sett,Sylas,Aphelios,Yuumi
2152,0,Wukong,Lee Sin,Galio,Varus,Tahm Kench,Jax,Ekko,Sett,Aphelios,Thresh
2153,1,Camille,Graves,Akali,Aphelios,Thresh,Wukong,Lee Sin,Karthus,Ezreal,Karma
2154,1,Jax,Nidalee,Lucian,Kalista,Thresh,Tryndamere,Karthus,Kassadin,Miss Fortune,Yuumi
2155,1,Renekton,Karthus,Talon,Aphelios,Thresh,Darius,Lee Sin,Zoe,Ezreal,Yuumi
2156,0,Sylas,Nidalee,Talon,Tristana,Taric,Wukong,Elise,Nocturne,Kalista,Thresh
2157,0,Wukong,Nidalee,Talon,Varus,Tahm Kench,Hecarim,Graves,Rumble,Ezreal,Alistar
2158,1,Jax,Graves,Anivia,Cassiopeia,Thresh,Maokai,Karthus,Talon,Lucian,Zilean
2159,1,Ornn,Lee Sin,Zoe,Kai'Sa,Gragas,Olaf,Jarvan IV,Syndra,Ezreal,Yuumi
2160,0,Sett,Nidalee,Zoe,Aphelios,Janna,Aatrox,Sylas,Galio,Sion,Senna
2161,1,Sylas,Kindred,Pantheon,Ezreal,Senna,Hecarim,Nidalee,Zoe,Lucian,Janna
2162,1,Ornn,Lee Sin,Corki,Sivir,Sett,Vayne,Nidalee,Talon,Ezreal,Yuumi
2163,0,Lucian,Elise,Talon,Ezreal,Taric,Irelia,Rek'Sai,LeBlanc,Xayah,Karma
2164,0,Aatrox,Elise,Talon,Lucian,Bard,Tryndamere,Ekko,LeBlanc,Ezreal,Rakan
2165,1,Maokai,Elise,Talon,Aphelios,Thresh,Mordekaiser,Ekko,Jayce,Ezreal,Karma
2166,0,Maokai,Nidalee,Talon,Draven,Lulu,Jax,Lee Sin,Zoe,Aphelios,Karma
2167,0,Jayce,Nidalee,Diana,Sivir,Sett,Cassiopeia,Elise,Qiyana,Ezreal,Thresh
2168,0,Wukong,Nidalee,Zoe,Aphelios,Yuumi,Renekton,Lee Sin,LeBlanc,Miss Fortune,Thresh
2169,1,Wukong,Lee Sin,Zoe,Kalista,Thresh,Jax,Nidalee,Twisted Fate,Jhin,Sett
2170,1,Qiyana,Nidalee,Jayce,Lucian,Bard,Wukong,Lee Sin,Zoe,Nautilus,Senna
2171,1,Jayce,Nidalee,Qiyana,Yasuo,Rakan,Maokai,Lee Sin,Zoe,Aphelios,Tahm Kench
2172,1,Vladimir,Ekko,Renekton,Miss Fortune,Maokai,Gangplank,Nidalee,Qiyana,Cassiopeia,Thresh
2173,1,Renekton,Nidalee,Talon,Aphelios,Janna,Hecarim,Elise,Qiyana,Kai'Sa,Sett
2174,0,Gangplank,Skarner,Sylas,Ezreal,Yuumi,Akali,Nidalee,Qiyana,Kai'Sa,Thresh
2175,1,Jax,Nidalee,Katarina,Ezreal,Karma,Aphelios,Wukong,Sylas,Sett,Lulu
2176,1,Poppy,Nidalee,Zoe,Vayne,Karma,Ornn,Rek'Sai,Kassadin,Ezreal,Alistar
2177,0,Kennen,Rek'Sai,Kassadin,Ezreal,Karma,Sett,Nidalee,Katarina,Kai'Sa,Blitzcrank
2178,1,Kled,Nidalee,Zoe,Kalista,Nautilus,Sett,Lee Sin,Syndra,Kai'Sa,Thresh
2179,1,Camille,Lee Sin,Katarina,Aphelios,Pyke,Lucian,Nidalee,Zed,Syndra,Yuumi
2180,0,Fiora,Lee Sin,LeBlanc,Aphelios,Bard,Mordekaiser,Rek'Sai,Katarina,Ezreal,Thresh
2181,1,Ornn,Lee Sin,Zoe,Kalista,Sett,Wukong,Nidalee,Galio,Aphelios,Bard
2182,0,Mordekaiser,Graves,Lissandra,Ezreal,Senna,Maokai,Nidalee,Cassiopeia,Aphelios,Yuumi
2183,1,Kennen,Kayn,Talon,Lucian,Bard,Katarina,Rek'Sai,Cassiopeia,Jinx,Senna
2184,0,Akali,Kindred,Zoe,Ashe,Sett,Jax,Nidalee,Pantheon,Aphelios,Karma
2185,0,Maokai,Graves,Zoe,Aphelios,Sett,Pantheon,Kindred,Zilean,Ezreal,Yuumi
2186,1,Wukong,Kindred,Zoe,Karma,Senna,Maokai,Graves,Lucian,Cassiopeia,Nautilus
2187,1,Gragas,Rek'Sai,Zoe,Ezreal,Zilean,Jax,Lee Sin,Twisted Fate,Aphelios,Thresh
2188,0,Maokai,Graves,Zoe,Varus,Senna,Garen,Nidalee,Jayce,Irelia,Yuumi
2189,0,Darius,Kayn,Syndra,Ezreal,Yuumi,Fiora,Nidalee,Zoe,Kalista,Bard
2190,1,Ornn,Nidalee,Lucian,Kai'Sa,Sett,Mordekaiser,Graves,Zoe,Miss Fortune,Thresh
2191,0,Maokai,Karthus,Lucian,Ezreal,Karma,Volibear,Hecarim,Zoe,Aphelios,Thresh
2192,1,Volibear,Karthus,Lucian,Aphelios,Yuumi,Jayce,Kindred,Zoe,Sett,Senna
2193,1,Wukong,Graves,Syndra,Maokai,Senna,Hecarim,Ekko,Sylas,Ashe,Sett
2194,1,Corki,Kindred,Kennen,Aphelios,Thresh,Jax,Graves,Galio,Kalista,Blitzcrank
2195,0,Irelia,Rek'Sai,Galio,Ezreal,Senna,Gangplank,Camille,Syndra,Miss Fortune,Karma
2196,0,Wukong,Graves,Syndra,Kalista,Nautilus,Pantheon,Nidalee,Jax,Aphelios,Karma
2197,1,Gangplank,Elise,Yasuo,Jhin,Thresh,Poppy,Karthus,Renekton,Irelia,Senna
2198,1,Gangplank,Elise,Pantheon,Aphelios,Thresh,Wukong,Graves,Syndra,Miss Fortune,Nautilus
2199,1,Wukong,Shyvana,Kassadin,Zed,Pantheon,Gangplank,Nidalee,Syndra,Camille,Senna
2200,1,Aatrox,Olaf,Rumble,Aphelios,Karma,Irelia,Kindred,Diana,Galio,Senna
2201,0,Wukong,Graves,Syndra,Jhin,Nautilus,Jayce,Lee Sin,Zoe,Kalista,Rakan
2202,1,Sylas,Lee Sin,LeBlanc,Sivir,Blitzcrank,Irelia,Olaf,Azir,Kai'Sa,Nunu & Willump
2203,1,Jayce,Nidalee,Sett,Pantheon,Senna,Mordekaiser,Rek'Sai,Lucian,Varus,Karma
2204,0,Darius,Lee Sin,Cassiopeia,Ezreal,Senna,Camille,Kayn,Sylas,Kai'Sa,Pyke
2205,0,Irelia,Kayn,Zoe,Kai'Sa,Leona,Akali,Graves,Twisted Fate,Kalista,Sett
2206,1,Malphite,Graves,Syndra,Ziggs,Pyke,Wukong,Nidalee,LeBlanc,Sett,Senna
2207,0,Fiora,Lee Sin,Rumble,Aphelios,Thresh,Aatrox,Graves,Karma,Miss Fortune,Nautilus
2208,1,Jayce,Nidalee,Diana,Sivir,Sett,Cassiopeia,Elise,Qiyana,Ezreal,Thresh
2209,0,Lucian,Sylas,Taliyah,Aphelios,Nautilus,Wukong,Nidalee,Syndra,Kalista,Morgana
2210,0,Nunu & Willump,Karthus,Qiyana,Kalista,Sett,Jayce,Olaf,Nautilus,Caitlyn,Karma
2211,0,Aatrox,Trundle,Twisted Fate,Ezreal,Janna,Maokai,Rek'Sai,Ekko,Sivir,Yuumi
2212,1,Wukong,Nidalee,Sylas,Ashe,Karma,Hecarim,Lee Sin,Syndra,Irelia,Bard
2213,0,Yasuo,Sylas,Syndra,Camille,Alistar,Sett,Ekko,Wukong,Jax,Bard
2214,1,Renekton,Ekko,Sylas,Yasuo,Sett,Mordekaiser,Lee Sin,Qiyana,Cassiopeia,Thresh
2215,0,Tryndamere,Lee Sin,Syndra,Kai'Sa,Sett,Ornn,Shyvana,Lucian,Yasuo,Nautilus
2216,0,Darius,Graves,Sylas,Ezreal,Thresh,Wukong,Gragas,Renekton,Yasuo,Galio
2217,1,Wukong,Rek'Sai,Ekko,Sivir,Thresh,Jayce,Lee Sin,Neeko,Vayne,Blitzcrank
2218,0,Darius,Ekko,LeBlanc,Kai'Sa,Sett,Jayce,Hecarim,Syndra,Twitch,Yuumi
2219,0,Sylas,Graves,Syndra,Aphelios,Sett,Jayce,Nidalee,Lissandra,Ezreal,Nautilus
2220,1,Kennen,Trundle,Lucian,Kai'Sa,Bard,Aatrox,Sylas,Sett,Aphelios,Thresh
2221,1,Kennen,Fiddlesticks,Jayce,Lucian,Sett,Sylas,Lee Sin,Rumble,Kai'Sa,Nautilus
2222,1,Wukong,Rek'Sai,Diana,Kai'Sa,Bard,Aatrox,Trundle,Zoe,Aphelios,Sett
2223,0,Wukong,Trundle,Rumble,Syndra,Zilean,Irelia,Nidalee,Rammus,Aphelios,Yuumi
2224,1,Ryze,Lee Sin,LeBlanc,Ezreal,Karma,Maokai,Rek'Sai,Lissandra,Wukong,Senna
2225,0,Wukong,Trundle,Syndra,Aphelios,Senna,Gangplank,Rek'Sai,Orianna,Ezreal,Pyke
2226,1,Fiora,Kindred,Lulu,Kai'Sa,Nautilus,Gangplank,Graves,Orianna,Aphelios,Fiddlesticks
2227,0,Jayce,Nidalee,Zed,Kai'Sa,Sett,Wukong,Ekko,Talon,Ezreal,Pyke
2228,0,Camille,Graves,Syndra,Jhin,Galio,Aatrox,Nidalee,Pantheon,Ezreal,Yuumi
2229,0,Wukong,Kindred,Galio,Aphelios,Morgana,Karma,Lee Sin,Ekko,Maokai,Senna
2230,0,Jayce,Lee Sin,Syndra,Ezreal,Thresh,Wukong,Rek'Sai,Twisted Fate,Cassiopeia,Blitzcrank
2231,1,Sett,Nidalee,Ezreal,Akali,Bard,Wukong,Lee Sin,Sylas,Kai'Sa,Nautilus
2232,0,Maokai,Graves,Galio,Miss Fortune,Yuumi,Jayce,Kindred,Kassadin,Kai'Sa,Karma
2233,1,Darius,Graves,Sylas,Ezreal,Thresh,Wukong,Gragas,Renekton,Yasuo,Galio
2234,0,Renekton,Graves,LeBlanc,Ezreal,Karma,Sett,Ekko,Syndra,Jayce,Rumble
2235,1,Sylas,Nidalee,Jayce,Xerath,Senna,Malphite,Rek'Sai,Twisted Fate,Kalista,Thresh
2236,0,Sylas,Lee Sin,Twisted Fate,Ezreal,Alistar,Lulu,Kindred,Akali,Kai'Sa,Sett
2237,1,Karma,Rek'Sai,Corki,Miss Fortune,Sett,Ornn,Lee Sin,Ryze,Twitch,Lulu
2238,1,Aatrox,Fiddlesticks,Pantheon,Varus,Blitzcrank,Singed,Lee Sin,Twisted Fate,Kalista,Bard
2239,1,Jayce,Nidalee,Akali,Aphelios,Blitzcrank,Camille,Kindred,Ekko,Ezreal,Bard
2240,1,Aatrox,Graves,Zoe,Miss Fortune,Pyke,Fiora,Kindred,Akali,Aphelios,Sett
2241,0,Aatrox,Taliyah,Pantheon,Aphelios,Blitzcrank,Fiora,Nidalee,Syndra,Ezreal,Thresh
2242,0,Renekton,Graves,LeBlanc,Sivir,Karma,Ornn,Nidalee,Sett,Ezreal,Yuumi
2243,1,Ornn,Gragas,Yasuo,Kai'Sa,Thresh,Vladimir,Kindred,Renekton,Ezreal,Senna
2244,1,Jayce,Nidalee,Diana,Sivir,Sett,Cassiopeia,Elise,Qiyana,Ezreal,Thresh
2245,1,Kennen,Gragas,Yasuo,Aphelios,Nautilus,Jayce,Graves,Akali,Sett,Senna
2246,1,Akali,Lee Sin,Sylas,Kalista,Thresh,Jayce,Kindred,Karma,Lucian,Sett
2247,0,Volibear,Nidalee,Galio,Caitlyn,Karma,Gangplank,Olaf,Rumble,Ezreal,Yuumi
2248,1,Shen,Graves,Syndra,Aphelios,Nautilus,Hecarim,Nidalee,Zoe,Ezreal,Thresh
2249,1,Fiora,Kindred,Galio,Kalista,Gragas,Camille,Lee Sin,Syndra,Ezreal,Alistar
2250,0,Wukong,Nidalee,Sylas,Ashe,Karma,Hecarim,Lee Sin,Syndra,Irelia,Bard
2251,0,Aatrox,Trundle,Twisted Fate,Ezreal,Yuumi,Camille,Jarvan IV,LeBlanc,Aphelios,Bard
2252,0,Renekton,Ekko,Katarina,Yasuo,Gragas,Wukong,Sylas,Syndra,Darius,Galio
2253,1,Wukong,Elise,Aatrox,Syndra,Sett,Camille,Ekko,Qiyana,Aphelios,Thresh
2254,1,Sylas,Rek'Sai,LeBlanc,Aphelios,Karma,Aatrox,Lee Sin,Galio,Ezreal,Sett
2255,1,Hecarim,Graves,Zoe,Syndra,Sett,Aatrox,Ekko,Lissandra,Yasuo,Pyke
2256,1,Hecarim,Sylas,Lucian,Varus,Karma,Wukong,Lee Sin,Ekko,Maokai,Senna
2257,1,Gangplank,Lee Sin,Twisted Fate,Varus,Galio,Irelia,Ekko,Orianna,Yasuo,Gragas
2258,1,Neeko,Lee Sin,Lucian,Ezreal,Yuumi,Aatrox,Rek'Sai,Sylas,Kai'Sa,Karma
2259,1,Ornn,Lee Sin,Ekko,Aphelios,Lulu,Fiora,Graves,Sylas,Ezreal,Karma
2260,1,Aatrox,Elise,Ekko,Kai'Sa,Thresh,Fiora,Sylas,Zed,Syndra,Senna
2261,0,Swain,Karthus,Akali,Renekton,Sett,Aatrox,Ekko,Zed,Maokai,Senna
2262,1,Camille,Trundle,Syndra,Aphelios,Fiddlesticks,Renekton,Elise,Akali,Kalista,Sett
2263,0,Jayce,Graves,Galio,Lucian,Karma,Wukong,Nidalee,Kalista,Miss Fortune,Blitzcrank
2264,1,Sylas,Kindred,Jayce,Syndra,Sion,Wukong,Graves,Akali,Yasuo,Senna
2265,0,Sylas,Lee Sin,Galio,Aphelios,Pyke,Wukong,Ekko,Corki,Kalista,Thresh
2266,1,Wukong,Shyvana,Kassadin,Zed,Pantheon,Gangplank,Nidalee,Syndra,Camille,Senna
2267,1,Wukong,Rek'Sai,Akali,Xayah,Rakan,Malphite,Graves,LeBlanc,Lucian,Thresh
2268,0,Akali,Elise,Wukong,Ezreal,Yuumi,Pantheon,Graves,Syndra,Draven,Blitzcrank
2269,0,Irelia,Lee Sin,Lissandra,Aphelios,Sett,Jayce,Rek'Sai,Syndra,Ekko,Pantheon
2270,1,Sylas,Graves,Taliyah,Ezreal,Karma,Irelia,Lee Sin,Twisted Fate,Kai'Sa,Thresh
2271,0,Wukong,Hecarim,Galio,Aphelios,Zilean,Sett,Fiddlesticks,Sylas,Miss Fortune,Karma
2272,0,Ornn,Trundle,Sylas,Ezreal,Karma,Volibear,Kayn,Twisted Fate,Miss Fortune,Yuumi
2273,1,Kayn,Rek'Sai,Fiddlesticks,Ezreal,Yuumi,Volibear,Trundle,Sylas,Aphelios,Bard
2274,0,Sett,Shyvana,Rumble,Ezreal,Yuumi,Aatrox,Lee Sin,Syndra,Aphelios,Tahm Kench
2275,0,Aatrox,Graves,Lulu,Aphelios,Leona,Sett,Rek'Sai,Ekko,Kai'Sa,Nautilus
2276,1,Renekton,Ekko,Katarina,Yasuo,Gragas,Wukong,Sylas,Syndra,Darius,Galio
2277,1,Sylas,Rek'Sai,LeBlanc,Aphelios,Karma,Aatrox,Lee Sin,Galio,Ezreal,Sett
2278,0,Wukong,Elise,Cassiopeia,Draven,Thresh,Gangplank,Nidalee,Ekko,Aphelios,Pyke
2279,0,Sett,Graves,Cassiopeia,Kalista,Thresh,Singed,Olaf,Kassadin,Ashe,Karma
2280,0,Aatrox,Elise,Ekko,Kai'Sa,Thresh,Fiora,Sylas,Zed,Syndra,Senna
2281,0,Fiora,Rek'Sai,Fizz,Kai'Sa,Thresh,Renekton,Nidalee,Syndra,Kalista,Blitzcrank
2282,1,Wukong,Ekko,Rumble,Aphelios,Thresh,Jax,Rek'Sai,Lucian,Syndra,Pantheon
2283,1,Sett,Nidalee,Lucian,Kai'Sa,Karma,Wukong,Ekko,LeBlanc,Miss Fortune,Yuumi
2284,1,Jayce,Ekko,Qiyana,Aphelios,Nautilus,Sett,Trundle,Ezreal,Yasuo,Karma
2285,0,Sylas,Graves,Corki,Wukong,Senna,Renekton,Kayn,Ekko,Miss Fortune,Karma
2286,0,Wukong,Gragas,Yasuo,Renekton,Karma,Ornn,Rek'Sai,Sylas,Aphelios,Thresh
2287,1,Irelia,Graves,Kai'Sa,LeBlanc,Blitzcrank,Jax,Kindred,Sett,Syndra,Thresh
2288,1,Lucian,Nidalee,Sylas,Ezreal,Pantheon,Irelia,Jarvan IV,Akali,Miss Fortune,Yuumi
2289,1,Poppy,Graves,Twisted Fate,Sivir,Yuumi,Camille,Fiddlesticks,Galio,Varus,Nautilus
2290,0,Lucian,Fiddlesticks,Sett,Kalista,Thresh,Wukong,Elise,Xerath,Aphelios,Poppy
2291,1,Hecarim,Rek'Sai,Lissandra,Kalista,Thresh,Wukong,Graves,Ezreal,Syndra,Bard
2292,1,Wukong,Graves,Rumble,Ezreal,Bard,Kennen,Kindred,Katarina,Varus,Thresh
2293,1,Fiora,Graves,Kassadin,Aphelios,Zilean,Olaf,Trundle,Orianna,Ezreal,Sett
2294,0,Hecarim,Graves,Twisted Fate,Syndra,Pyke,Wukong,Sejuani,Garen,Ziggs,Sett
2295,0,Wukong,Ekko,Rumble,Aphelios,Thresh,Jax,Rek'Sai,Lucian,Syndra,Pantheon
2296,0,Wukong,Lee Sin,Galio,Varus,Tahm Kench,Jax,Ekko,Sett,Aphelios,Thresh
2297,1,Maokai,Rengar,Sylas,Ezreal,Karma,Wukong,Graves,Galio,Kai'Sa,Sett
2298,0,Jayce,Ekko,Qiyana,Aphelios,Nautilus,Sett,Trundle,Ezreal,Yasuo,Karma
2299,1,Sylas,Lee Sin,Galio,Aphelios,Pyke,Wukong,Ekko,Corki,Kalista,Thresh
2300,1,Ornn,Rek'Sai,Kassadin,Ezreal,Karma,Renekton,Sett,Zoe,Jhin,Yuumi
2301,1,Mordekaiser,Lee Sin,Twisted Fate,Aatrox,Senna,Wukong,Nidalee,Sylas,Aphelios,Yuumi
2302,1,Malphite,Lee Sin,Galio,Kai'Sa,Gragas,Ezreal,Fiddlesticks,Sylas,Nocturne,Rakan
2303,1,Rumble,Lee Sin,Wukong,Kalista,Nautilus,Lucian,Trundle,Galio,Ezreal,Karma
2304,0,Pantheon,Nidalee,Jayce,Syndra,Yuumi,Irelia,Ekko,Cassiopeia,Kalista,Morgana
2305,1,Kai'Sa,Jarvan IV,Lissandra,Kennen,Pyke,Wukong,Trundle,Ezreal,LeBlanc,Galio
2306,0,Wukong,Karthus,Qiyana,Ezreal,Sett,Renekton,Ekko,Katarina,Maokai,Senna
2307,0,Renekton,Lee Sin,Ryze,Kalista,Sett,Fiora,Rek'Sai,Azir,Kai'Sa,Blitzcrank
2308,1,Volibear,Olaf,LeBlanc,Ezreal,Leona,Wukong,Taliyah,Lissandra,Kalista,Thresh
2309,1,Jayce,Sett,Syndra,Twitch,Yuumi,Wukong,Elise,Twisted Fate,Aphelios,Nautilus
2310,1,Kennen,Sylas,Wukong,Draven,Thresh,Renekton,Rek'Sai,Cassiopeia,Aphelios,Blitzcrank
2311,0,Wukong,Kayn,Galio,Heimerdinger,Sett,Mordekaiser,Lee Sin,Syndra,Ezreal,Karma
2312,0,Aatrox,Rek'Sai,Zoe,Kalista,Thresh,Maokai,Graves,Syndra,Ezreal,Yuumi
2313,0,Pantheon,Nidalee,Jayce,Syndra,Yuumi,Irelia,Ekko,Cassiopeia,Kalista,Morgana
2314,1,Renekton,Nidalee,Corki,Ezreal,Senna,Poppy,Graves,Syndra,Aphelios,Bard
2315,1,Ornn,Olaf,Ekko,Kai'Sa,Bard,Urgot,Hecarim,Cassiopeia,Ezreal,Senna
2316,0,Lucian,Kayn,Cassiopeia,Ezreal,Yuumi,Rumble,Lee Sin,Zoe,Aphelios,Bard
2317,0,Ornn,Graves,Syndra,Sivir,Yuumi,Jayce,Sylas,Qiyana,Cassiopeia,Karma
2318,1,Renekton,Trundle,Syndra,Aphelios,Nautilus,Pantheon,Nidalee,Jayce,Kalista,Karma
2319,0,Lucian,Olaf,LeBlanc,Kai'Sa,Nautilus,Kalista,Lee Sin,Lissandra,Ezreal,Bard
2320,1,Irelia,Graves,Pyke,Karma,Senna,Jax,Sylas,Syndra,Miss Fortune,Blitzcrank
2321,1,Irelia,Nidalee,Syndra,Miss Fortune,Nautilus,Aatrox,Jarvan IV,Diana,Ezreal,Braum
2322,1,Aatrox,Graves,Cassiopeia,Syndra,Thresh,Jayce,Nidalee,Qiyana,Ezreal,Karma
2323,1,Renekton,Olaf,Syndra,Ezreal,Karma,Lissandra,Elise,Qiyana,Kai'Sa,Sett
2324,1,Kalista,Graves,Garen,Taliyah,Sett,Lucian,Elise,Corki,Aphelios,Morgana
2325,1,Wukong,Rek'Sai,Cassiopeia,Kai'Sa,Blitzcrank,Lucian,Gragas,Poppy,Draven,Thresh
2326,1,Wukong,Kindred,Zed,Syndra,Yuumi,Renekton,Nidalee,Zoe,Varus,Volibear
2327,0,Wukong,Rek'Sai,Kayn,Ezreal,Thresh,Maokai,Jarvan IV,Cassiopeia,Kalista,Sett
2328,0,Shen,Sejuani,Syndra,Aphelios,Nautilus,Aatrox,Elise,Pantheon,Ezreal,Pyke
2329,0,Wukong,Lee Sin,Sylas,Maokai,Senna,Jayce,Rek'Sai,Galio,Kalista,Sett
2330,0,Wukong,Trundle,Twisted Fate,Twitch,Yuumi,Mordekaiser,Lee Sin,Cassiopeia,Aphelios,Thresh
2331,1,Aatrox,Trundle,Zoe,Aphelios,Blitzcrank,Renekton,Ekko,Lucian,Ezreal,Malphite
2332,0,Renekton,Elise,Hecarim,Aphelios,Thresh,Wukong,Graves,Kassadin,Ezreal,Karma
2333,0,Jayce,Lee Sin,LeBlanc,Syndra,Nautilus,Sett,Ekko,Zed,Wukong,Senna
2334,1,Jayce,Ekko,Qiyana,Aphelios,Nautilus,Sett,Trundle,Ezreal,Yasuo,Karma
2335,0,Kennen,Jarvan IV,Zed,Ashe,Bard,Aatrox,Sylas,Qiyana,Syndra,Tahm Kench
2336,0,Sylas,Graves,Corki,Wukong,Senna,Renekton,Kayn,Ekko,Miss Fortune,Karma
2337,1,Wukong,Ekko,Irelia,Kai'Sa,Karma,Renekton,Lee Sin,Syndra,Kalista,Sett
2338,0,Fiora,Lee Sin,LeBlanc,Kalista,Sett,Jax,Trundle,Galio,Ezreal,Karma
2339,0,Poppy,Graves,Twisted Fate,Sivir,Yuumi,Camille,Fiddlesticks,Galio,Varus,Nautilus
2340,1,Pyke,Elise,Ornn,Miss Fortune,Leona,Vladimir,Graves,Qiyana,Kalista,Sett
2341,0,Lucian,Sejuani,Fizz,Kai'Sa,Karma,Poppy,Lee Sin,Twisted Fate,Aphelios,Sett
2342,1,Fiora,Elise,Pantheon,Sett,Senna,Jayce,Graves,LeBlanc,Kai'Sa,Karma
2343,0,Gangplank,Trundle,LeBlanc,Varus,Galio,Renekton,Nidalee,Azir,Yasuo,Gragas
2344,1,Fiora,Graves,Lissandra,Ezreal,Karma,Wukong,Kindred,LeBlanc,Cassiopeia,Yuumi
2345,0,Aatrox,Karthus,Zoe,Miss Fortune,Blitzcrank,Gangplank,Nidalee,Twisted Fate,Draven,Thresh
2346,1,Jayce,Sylas,Zoe,Lucian,Karma,Sett,Rek'Sai,LeBlanc,Syndra,Nautilus
2347,1,Wukong,Ekko,Sylas,Aphelios,Karma,Lucian,Gragas,Yasuo,Syndra,Sett
2348,1,Hecarim,Graves,Rumble,Sivir,Karma,Wukong,Ekko,Lucian,Ezreal,Gragas
2349,0,Wukong,Trundle,Sylas,Ezreal,Yuumi,Ornn,Lee Sin,Diana,Aphelios,Sett
2350,0,Vladimir,Lee Sin,Twisted Fate,Ezreal,Taric,Karma,Ekko,Kayn,Aphelios,Lulu
2351,1,Wukong,Gragas,Yasuo,Renekton,Karma,Ornn,Rek'Sai,Sylas,Aphelios,Thresh
2352,1,Sylas,Sett,Syndra,Aphelios,Thresh,Wukong,Ekko,Rumble,Ezreal,Tahm Kench
2353,0,Renekton,Nidalee,Galio,Kalista,Karma,Wukong,Lee Sin,Diana,Ashe,Janna
2354,1,Jayce,Gragas,Pantheon,Kai'Sa,Leona,Irelia,Sett,Rumble,Aphelios,Thresh
2355,0,Poppy,Nidalee,Lucian,Ezreal,Yuumi,Wukong,Graves,LeBlanc,Kalista,Bard
2356,1,Urgot,Nidalee,Qiyana,Kai'Sa,Thresh,Aatrox,Hecarim,Sylas,Yasuo,Senna
2357,0,Karma,Nidalee,Vayne,Yasuo,Sett,Ornn,Graves,Kai'Sa,Galio,Nautilus
2358,0,Zilean,Olaf,Ryze,Ezreal,Bard,Volibear,Gragas,Qiyana,Aphelios,Senna
2359,0,Sylas,Lee Sin,Rumble,Kai'Sa,Karma,Lucian,Nidalee,Ornn,Ezreal,Yuumi
2360,0,Jayce,Lee Sin,Zoe,Aphelios,Nautilus,Renekton,Trundle,LeBlanc,Ezreal,Karma
2361,0,Gangplank,Trundle,Akali,Aphelios,Thresh,Aatrox,Rek'Sai,Zoe,Ezreal,Bard
2362,0,Maokai,Fiddlesticks,Qiyana,Aphelios,Bard,Jayce,Ekko,Ezreal,Miss Fortune,Janna
2363,1,Maokai,Gragas,Yasuo,Aphelios,Karma,Gangplank,Graves,Twisted Fate,Ezreal,Nautilus
2364,0,Mordekaiser,Lee Sin,Twisted Fate,Aatrox,Senna,Wukong,Nidalee,Sylas,Aphelios,Yuumi
2365,1,Malphite,Lee Sin,Galio,Kai'Sa,Gragas,Ezreal,Fiddlesticks,Sylas,Nocturne,Rakan
2366,0,Rumble,Lee Sin,Wukong,Kalista,Nautilus,Lucian,Trundle,Galio,Ezreal,Karma
2367,1,Kennen,Rek'Sai,Syndra,Sivir,Yuumi,Renekton,Ekko,Qiyana,Varus,Alistar
2368,0,Kai'Sa,Jarvan IV,Lissandra,Kennen,Pyke,Wukong,Trundle,Ezreal,LeBlanc,Galio
2369,1,Cassiopeia,Kindred,Galio,Maokai,Senna,Jax,Kayn,Karma,Kalista,Bard
2370,0,Jayce,Ekko,Zoe,Miss Fortune,Sett,Wukong,Kayn,Lissandra,Rumble,Senna
2371,1,Kennen,Rek'Sai,Syndra,Sivir,Yuumi,Renekton,Ekko,Qiyana,Varus,Alistar
2372,0,Kai'Sa,Jarvan IV,Lissandra,Kennen,Pyke,Wukong,Trundle,Ezreal,LeBlanc,Galio
2373,0,Akali,Lee Sin,Lucian,Aphelios,Karma,Wukong,Graves,LeBlanc,Miss Fortune,Thresh
2374,0,Fiora,Nidalee,Sylas,Varus,Janna,Kennen,Kayn,Pantheon,Ezreal,Bard
2375,1,Mordekaiser,Trundle,Renekton,Varus,Thresh,Jax,Graves,Taliyah,Yasuo,Blitzcrank
2376,1,Trundle,Lee Sin,Zoe,Caitlyn,Morgana,Renekton,Shyvana,Ekko,Aphelios,Thresh
2377,1,Maokai,Graves,Zoe,Kai'Sa,Zac,Renekton,Ekko,Pantheon,Ezreal,Gragas
2378,1,Fiora,Lee Sin,Syndra,Varus,Thresh,Ekko,Rek'Sai,Pantheon,Kalista,Taric
2379,0,Jax,Olaf,Karma,Kai'Sa,Rakan,Wukong,Nidalee,Pantheon,Ezreal,Sett
2380,1,Sylas,Graves,Pantheon,Aphelios,Bard,Sett,Olaf,Twisted Fate,Ezreal,Senna
2381,1,Rumble,Lee Sin,Lissandra,Yasuo,Rakan,Wukong,Nidalee,Aatrox,Lucian,Sett
2382,1,Wukong,Sylas,Lucian,Aphelios,Senna,Maokai,Ekko,Pantheon,Miss Fortune,Yuumi
2383,1,Camille,Kayn,Twisted Fate,Sivir,Karma,Poppy,Sejuani,Irelia,Ezreal,Bard
2384,1,Sylas,Graves,Pantheon,Lucian,Pyke,Maokai,Ekko,Talon,Bard,Senna
